id	name	sub_race_name	description	ability	avg_height_or_length	avg_weight	age_of_maturity	maximum_age	hit_points	size	type	subtype	source	source_page
137	Tiefling	null	<p>Many kinds of extraplanar beings can infuse humanoids’ bloodlines, whether as a side effect of powerful magic or the result of a tryst; those in whom extraplanar traits surface strongly are known as planar scions. Aasimars and tieflings, the mortal offspring of celestials and fiends, respectively, are the most common of these. Though planar scions resemble their humanoid kin, their appearance and demeanor bear supernatural touches. Tieflings might have horns, vestigial wings, or cloven hooves, while aasimars may have glowing eyes or a metallic sheen to their hair and skin.<br/> Because of their innate curiosity, humans are more likely to dally with outsiders, and as a consequence, a significant percentage of planar scions living in the Pact Worlds are descended from humans. However, because humans are far less populous than in pre-Gap eras, planar scions descended from other humanoid races are now far more numerous. A planar scion might pass for a member of the humanoid parent’s species, or the scion’s otherworldly features could make their origin obvious to those who are familiar with the species’ normal characteristics. Those whose outsider blood is evident still find acceptance in most major settlements across the Pact Worlds, where diverse beings coexist in peace. On Absalom Station, the hub of interspecies relations, few people bat an eye when they meet an aasimar or tiefling.<br/> However, in insular or tradition-bound communities, any signs of plane-touched heritage can be a blessing—or a death sentence—depending on the dominant traditions. The demon-worshiping drow of Apostae see tieflings as a favor from demonic patrons, while the elves of Sovyrian on Castrovel are likely to banish children who bear such fiendish heritage. The Radiant Cathedral, on the other hand, trains aasimars to become beacons of the Sarenite faith, and also guides tieflings to a brighter future than their heritage suggests. Formians, shobhads, vesk, and other species with flexible morality view aasimars and tieflings, particularly those descended from their own kind, with both admiration and suspicion.<br/> Planar scions are often outliers in their community, either put on a pedestal or ostracized because of their ancestry. The potent blood that courses through the veins of aasimars and tieflings also makes them ambitious; many choose a dangerous but rewarding profession, such as explorer, mercenary, spy, or pilot.</p>	+2 DEX, +2 INT, -2 CHA	5–7 ft.	100–300 lbs.	18 years	80+2d20 years	4	Medium	Outsider	Native	AA2	99
138	Trinir	null	<p>Trinirs are natives of the usually frozen Ashypso. These small, android-like beaked humanoids lack a history, as they awakened in hibernation chambers only recently as their planet thawed. Thanks to the Gap (and possibly other unknown factors), trinirs have found little to indicate who they are or how they came to be. Some believe ruins of their ancient civilization might be found somewhere within the ice.</p>	+2 CON, +2 INT, -2 CHA	null	null	null	null	4	Small	Humanoid	Trinir	A!04	61
139	Trox	null	<p>Trox are massive, sturdy creatures native to the Liavaran moon of Nchak. They have chitinous armor and a fearsome, mandibled countenance that belies their gentle spirits.<br/> Three distinct, related creatures have been called trox. The original trox were eight-legged arthropods until a time long before the Gap when Nchak’s spiritual leader, believed to be a mortal incarnation of Hylax, ordered their magical transformation into their current humanoid form. Spellcasters made four of the trox’s eight legs into powerful limbs, shaped mandibles into scythes, and transformed chitin into layered armor plates that can flare in an intimidating display.<br/> Many of these humanoid trox were then encased in shielded asteroids in Liavara’s rings and ejected from orbit at magically enhanced speeds in myriad directions. The asteroids landed on several worlds in their home system. Duergar enslaved the trox that landed on lost Golarion and twisted them into murderous beasts. These further-altered trox disappeared when Golarion did, but their story is well known to Nchak’s trox, making them even more vehement opponents of slavery.<br/> Although they were created as emissaries, trox also make great soldiers. On Nchak, they are protectors of the spiritual center of Hylax worship, and they greet all peaceful visitors with humility and grace. The influence the philosopher worms of Nchak hold over the trox is mysterious. Trox speak of these worms only to say that they serve the beneficent aims of the Forever Queen.<br/> Trox often serve as spiritual guides and advisors to those curious about Hylax. She is the goddess of diplomacy and peace, as well as protector of the weak, a role for which trox are also well equipped. Trox travel more often to teach and protect others than to seek adventure. Despite their might, they prefer to use their imposing presence to defuse conflict before it starts.<br/> Trox devoted to Hylax wield hammers. To trox, these weapons are ancient symbols of constructive power, and are also useful for vanquishing threats to peace.</p>	+2 STR, +2 CON, -2 DEX	10–12 ft.	1,700–2,000 lbs.	6 years	40+3d20 years	8	Large	Monstrous Humanoid	null	AA2	127
140	Undine	null	<p>Undines are the descendants of humanoids and beings who hail from the Plane of Water. Through they don’t require water to live, undines tend to settle near water and make ideal underwater explorers.</p>	+2 DEX, +2 WIS, -2 STR	null	null	null	null	2	Medium	Outsider	Native	DF06	52
141	Urog	null	<p>Dykon, one of Bretheda’s numerous moons, is legendary for its entirely silicon-based ecosystem. While many carbon-based life-forms from other Pact Worlds have since settled there, mining valuable crystals and hunting the silicon predators for their biologically produced superconductors, the world’s crystalline forests and faceted plateaus have also produced their own intelligent races, most notably the famed urogs.<br/> Urog anatomy can be deceptive. When encountered in their everyday or “traveling mode,” they almost resemble crystalline slugs or snails, their shimmering shell-scales hanging down almost to the ground and hiding their limbs as they float along like hovercrafts on a thin cushion of electromagnetism produced by microscopic cilia. It’s only when they’re in “engagement mode”—whether that means mating, fighting, or interacting directly with other races or their environment—that they rear up and unfold their multiple sets of articulated limbs. While every urog has a powerful beak adorning its head-stalk, this is used solely for fighting and reproduction. Food consumption actually occurs underneath an urog, as it uses the localized electromagnetic effects of its cilia to gradually break molecular bonds and tear tiny pieces off whatever it’s consuming. These “bites” are so microscopic that it’s often hard for other races to even tell what’s happening, with the item in question simply eroding steadily without any obvious markings. Though this allows urogs to eat nearly anything, breaking off and absorbing only the molecules they need and leaving aside the ones they don’t, they prefer the silicon-based plant life of their home. This peculiar method of absorbing nutrients also makes them nearly impossible to poison or drug, as their bodies simply discard any unnecessary ingested molecules.<br/> With plenty of options for food and few predators thanks to their size and sturdy frames, urogs are free to spend most of their time in contemplation. Constantly inspired by the complex geometry of their crystalline world, they wander seemingly at random across the moon’s surface, alone or in loose coalitions, working on mathematical problems or conducting enigmatic experiments. Their languid pace belies their exceedingly sharp intellect; indeed, it is likely because of their laser-like focus on unlocking the galaxy’s most esoteric mathematical and scientific secrets that they can be somewhat slow to react to external stimuli.<br/> Urogs often become single minded in finding the most efficient solution to a problem, spending untold hours just to shave seconds off a given process. This reputation for exactitude has made the crystalline creatures sought-after astrogators, consultants, engineers, and scientists in the Pact Worlds, though most members of other races who work with them acknowledge that such relationships can be challenging, to put it mildly. Though largely friendly—at least by their own standards—urogs are creatures with little appreciation for social niceties. A bored urog will think nothing of tuning out the person speaking to them or even wandering away entirely, regardless of how powerful the speaker may be, or how potentially life-threatening the matter they’re discussing. Even those who do prove themselves worthy of an urog’s attention must still deal with its brusque personality. Urog emotions are difficult for most other creatures to understand, and resolve primarily around the satisfaction of solving a problem, disappointment at failure, or the excitement of a promising line of inquiry. As such, urogs readily point out mistakes, whether their own or others’. While this is in the interest of improving performance and achieving better results, few humans have the patience and poise to graciously accept an enthusiastic urog’s stream of constant criticism.<br/> Urogs who choose lives of adventure often do so because they believe mathematical and scientific secrets hide in pockets of the galaxy that simply can’t be observed from their limited vantage point on a small moon—and often because they distrust the rigor of the scholarship produced by other species. Urogs who leave Dykon for long periods sometimes suffer an attenuation of their race’s special abilities, likely due to their changed diet and lack of certain electrical fields normally provided by the moon itself. Most successful spacefaring urogs eventually see the value in assisting their less deliberate companions, and they make excellent engineers and science officers on ships that have enough room for the large creatures and their overbearing personas.</p>	+2 CON, +2 INT, -2 CHA	10–15 ft.	500–1,000 lbs.	50 years	300+2d% years	6	Large	Magical Beast	null	AA1	117
142	Varculak	null	<p>Varculaks, also known as soul wights, are undead that occur when a humanoid dies with an intense desire to continue living. The longing turns to anger as life slips away, but the varculak’s will is strong enough that the soul doesn’t pass on into the River of Souls for Pharasma’s judgment. Instead, a portion of the mortal essence passes away, leaving behind a soul with little memory of who it once was, and locked inside a half-living body. What remains is grim determination and rage. Among occult scholars, this state is known as “the Curse of Varcul.” The legendary first varculak, once a human named Varcul, supposedly existed thousands of years before the Gap. Some say he still does, and varculaks make a deal with him to continue living—a bargain they don’t remember.<br/> A varculak looks much as they did in life, except limbs and sensory organs outside the human norm wither away and turn to dust. Lashuntas, for example, lose their antennae, while kasathas lose their extra arms and strix lose their wings. (Some speculate this effect is related to the fabled Varcul and his erstwhile humanity, or he requires his “offspring” to make these sacrifices.) Eyes undergo a notable change, the orbs giving way to points of cold light, which can be of any hue. Except for this alteration, a varculak who has eaten or rested recently can look almost alive, but becomes pale and drawn quickly between periods of refreshment, and varculaks never look so much like corpses as when they sleep. These changes prevent them from passing for a normal member of any humanoid species.<br/> Most varculaks are creatures of deep passion. They have a sense of life as fleeting, and they seek not only to experience what it has to offer, but also to give it purpose. Varculaks are rarely idle. If anything, they can be obsessive and, having died once, are averse to fewer risks than the living. A lucky few remember some important task they left unfinished in their previous life and make that their purpose. In this way, many varculaks end up reintegrating with the society that death temporarily separated them from.<br/> Some varculaks, however, remember only the circumstances of their death. This one recollection can lead a varculak who died violently to focus on vengeance, seeking those responsible. That done, a varculak can become obsessed with the chain of blame, condemning nearly anyone for even a tenuous connection to the varculak’s death. If a mercenary killed such a varculak, the undead seeks first that mercenary, then the mercenary’s entire company, then those who hired the mercenary, and eventually even those responsible for the conflict that led to the varculak’s demise or the manufacturer of the weapon the mercenary used for the deed. A varculak on such a path of destruction is more likely to face a second and final death than to reach the path’s end.</p>	+2 CON, +2 CHA, -2 WIS	2-1/2 to 8 ft.	25 to 400 lbs.	0 years	350+3d% years	3	Medium	Undead	null	AA3	127
143	Varculak	null	<p>Varculaks, also known as soul wights, are undead that occur when a humanoid dies with an intense desire to continue living. The longing turns to anger as life slips away, but the varculak’s will is strong enough that the soul doesn’t pass on into the River of Souls for Pharasma’s judgment. Instead, a portion of the mortal essence passes away, leaving behind a soul with little memory of who it once was, and locked inside a half-living body. What remains is grim determination and rage. Among occult scholars, this state is known as “the Curse of Varcul.” The legendary first varculak, once a human named Varcul, supposedly existed thousands of years before the Gap. Some say he still does, and varculaks make a deal with him to continue living—a bargain they don’t remember.<br/> A varculak looks much as they did in life, except limbs and sensory organs outside the human norm wither away and turn to dust. Lashuntas, for example, lose their antennae, while kasathas lose their extra arms and strix lose their wings. (Some speculate this effect is related to the fabled Varcul and his erstwhile humanity, or he requires his “offspring” to make these sacrifices.) Eyes undergo a notable change, the orbs giving way to points of cold light, which can be of any hue. Except for this alteration, a varculak who has eaten or rested recently can look almost alive, but becomes pale and drawn quickly between periods of refreshment, and varculaks never look so much like corpses as when they sleep. These changes prevent them from passing for a normal member of any humanoid species.<br/> Most varculaks are creatures of deep passion. They have a sense of life as fleeting, and they seek not only to experience what it has to offer, but also to give it purpose. Varculaks are rarely idle. If anything, they can be obsessive and, having died once, are averse to fewer risks than the living. A lucky few remember some important task they left unfinished in their previous life and make that their purpose. In this way, many varculaks end up reintegrating with the society that death temporarily separated them from.<br/> Some varculaks, however, remember only the circumstances of their death. This one recollection can lead a varculak who died violently to focus on vengeance, seeking those responsible. That done, a varculak can become obsessed with the chain of blame, condemning nearly anyone for even a tenuous connection to the varculak’s death. If a mercenary killed such a varculak, the undead seeks first that mercenary, then the mercenary’s entire company, then those who hired the mercenary, and eventually even those responsible for the conflict that led to the varculak’s demise or the manufacturer of the weapon the mercenary used for the deed. A varculak on such a path of destruction is more likely to face a second and final death than to reach the path’s end.</p>	+2 CON, +2 CHA, -2 WIS	2-1/2 to 8 ft.	25 to 400 lbs.	0 years	350+3d% years	3	Small	Undead	null	AA3	127
144	Verthani	null	<p>Verthani, the primary inhabitants of Verces, were some of the earliest humanoids in the Pact Worlds system to build spacefaring vessels—a response to the struggle to survive in the harsh conditions of their tidally locked planet.<br/> Verthani stand 8 feet tall on average, with delicate features and long limbs. Their eyes are pure-black orbs, protruding from their heads in half domes like the eyes of a mouse, and they can change the pigment of their skin at will to have complex patterns. Nearly all verthani learn to control these color changes by the time they reach puberty, but babies and children display bright, expressive patterns and colors that reflect their current mood. Some adults also refuse to control them, seeing in their random patterns hints of prophecy.<br/> Long ago, verthani society was split into three castes: the Augmented, the Pure Ones, and the God-Vessels. A verthani’s caste is chosen during adolescence. Though few verthani today bind themselves strictly by the system’s rules, the traditions still carry a measure of cultural pride, and some verthani proudly wear the labels.<br/> The Augmented are verthani who modify their bodies with technology, usually cybernetic augmentations. This caste was particularly popular with those who piloted early aetherships (the elegant vessels verthani first sailed through the stars), and Augmented verthani pilots are still renowned as some of the most skilled in the Pact Worlds.<br/> In contrast, Pure Ones traditionally eschewed all technological augmentation and were responsible for supporting other castes, farming, and governing. While many modern Pure Ones have accepted at least some modest cybernetic or biotech improvements to their bodies, these verthani remain proud of their traditional caretaker roles.<br/> God-Vessels serve faithfully as living avatars of their deities, displaying this status by branding holy symbols called devotionals into their chests using either acid or flame. God-Vessels never cover up these distinctive marks, despite the fact that the scar tissue around them never fully heals and can no longer change color.<br/> Verthani culture is a model of independent, democratic cooperation. Forced to live on a cramped sliver of their planet, surrounded by nearly inhospitable lands on either side, verthani learned how to work together without violence or subjugation, and they choose to harness technology to increase resources rather than battle one another over scraps. Verces’s Ring of Nations remains a shining example of a one-world government in which citizens remain protected yet free to go their own way, and in many ways the Pact Worlds system itself was directly inspired by this aspect of verthani culture.</p>	+2 CON, +2 INT, -2 STR	7–9 ft.	200–350 lbs.	16 years	80+3d20 years	5	Medium	Humanoid	Verthani	AA1	119
145	Vesk	null	<p>Vesk names are often long and combine elements of their parents’ names, as well as those of other prominent ancestors. These are frequently shortened for daily use by friends, though abridging a vesk’s name without permission is a grave insult. In addition, some vesk take on epithets related to their victories in combat, which they sometimes use in addition to or in place of a family name, such as “Three Guns,” “Voidwalker,” or “Squadeater.” Some sample vesk names include Dmotralan, Evdokayo, Goromitali, Julakesh, Katara, Obozaya, Radokama, Sarangari, Sobok, Terikoraz, and Ymeros-Ahandi.</p>	+2 STR, +2 CON, -2 INT	6–8 ft.	200–300 lbs.	16 years	70+1d20 years	6	Medium	Humanoid	Vesk	CRB	52
146	Vesk	Cave	<p>Vesk names are often long and combine elements of their parents’ names, as well as those of other prominent ancestors. These are frequently shortened for daily use by friends, though abridging a vesk’s name without permission is a grave insult. In addition, some vesk take on epithets related to their victories in combat, which they sometimes use in addition to or in place of a family name, such as “Three Guns,” “Voidwalker,” or “Squadeater.” Some sample vesk names include Dmotralan, Evdokayo, Goromitali, Julakesh, Katara, Obozaya, Radokama, Sarangari, Sobok, Terikoraz, and Ymeros-Ahandi.</p>	+2 DEX, +2 WIS, -2 CHA	6–8 ft.	200–300 lbs.	16 years	70+1d20 years	6	Medium	Humanoid	Vesk	NSP	135
147	Vesk	Lambent	<p>Vesk names are often long and combine elements of their parents’ names, as well as those of other prominent ancestors. These are frequently shortened for daily use by friends, though abridging a vesk’s name without permission is a grave insult. In addition, some vesk take on epithets related to their victories in combat, which they sometimes use in addition to or in place of a family name, such as “Three Guns,” “Voidwalker,” or “Squadeater.” Some sample vesk names include Dmotralan, Evdokayo, Goromitali, Julakesh, Katara, Obozaya, Radokama, Sarangari, Sobok, Terikoraz, and Ymeros-Ahandi.</p>	+2 STR, +2 CHA, -2 INT	6–8 ft.	200–300 lbs.	16 years	70+1d20 years	6	Medium	Humanoid	Vesk	NSP	135
148	Vesk	Low Gravity	<p>Vesk names are often long and combine elements of their parents’ names, as well as those of other prominent ancestors. These are frequently shortened for daily use by friends, though abridging a vesk’s name without permission is a grave insult. In addition, some vesk take on epithets related to their victories in combat, which they sometimes use in addition to or in place of a family name, such as “Three Guns,” “Voidwalker,” or “Squadeater.” Some sample vesk names include Dmotralan, Evdokayo, Goromitali, Julakesh, Katara, Obozaya, Radokama, Sarangari, Sobok, Terikoraz, and Ymeros-Ahandi.</p>	+2 DEX, +2 INT, -2 STR	6–8 ft.	200–300 lbs.	16 years	70+1d20 years	6	Medium	Humanoid	Vesk	COM	26
149	Vesk	Venomthought	<p>Vesk names are often long and combine elements of their parents’ names, as well as those of other prominent ancestors. These are frequently shortened for daily use by friends, though abridging a vesk’s name without permission is a grave insult. In addition, some vesk take on epithets related to their victories in combat, which they sometimes use in addition to or in place of a family name, such as “Three Guns,” “Voidwalker,” or “Squadeater.” Some sample vesk names include Dmotralan, Evdokayo, Goromitali, Julakesh, Katara, Obozaya, Radokama, Sarangari, Sobok, Terikoraz, and Ymeros-Ahandi.</p>	+2 WIS, +2 CHA, -2 CON	6–8 ft.	200–300 lbs.	16 years	70+1d20 years	6	Medium	Humanoid	Vesk	COM	26
150	Vesk	Warblood	<p>Vesk names are often long and combine elements of their parents’ names, as well as those of other prominent ancestors. These are frequently shortened for daily use by friends, though abridging a vesk’s name without permission is a grave insult. In addition, some vesk take on epithets related to their victories in combat, which they sometimes use in addition to or in place of a family name, such as “Three Guns,” “Voidwalker,” or “Squadeater.” Some sample vesk names include Dmotralan, Evdokayo, Goromitali, Julakesh, Katara, Obozaya, Radokama, Sarangari, Sobok, Terikoraz, and Ymeros-Ahandi.</p>	+2 STR, +2 DEX, -2 CHA	6–8 ft.	200–300 lbs.	16 years	70+1d20 years	6	Medium	Humanoid	Vesk	COM	26
151	Vilderaros	null	<p>Natives of Oyojii, a vast and hot ocean world with few landmasses, the vilderaros evolved in the sea but developed their civilization on land. Vilderaros created complex maps of the night sky and used them to navigate and settle their entire world, building geometrically precise cities that mimicked the shapes of stars and constellations. Vilderaro culture is centered on geometric construction and ornamentation. Their bodies, settlements, and structures all bear totemic representations of ancestors, spirits, various nature deities, and other mystical themes.<br/> The Azlanti recently conquered Oyojii, meeting little resistance, and have come to appreciate the vilderaros’ skills in architecture, geometry, and navigation. After recruiting numerous vilderaros for expeditionary ships, putting them to work as star cartographers in search of new worlds, the Azlanti elevated the species to citizens. Vilderaros are slowly coming to terms with the Star Empire’s restrictions on their rights to worship their own gods and carry their cultural artifacts beyond their home world, and it seems Azlanti monoculture is a weight the vilderaros might not be able to bear for long.<br/> Although lying flat on the ground is the most natural state for vilderaros, in mixed company they remain upright, standing on three legs. They are also capable of walking in this way. A downward-pointing beak works as a mouth for intake of sustenance and communication. Fine tentacles that fold into a central crown can be used for tactile manipulation.<br/> Vilderaros have no male sex. They instead start life as females and develop the ability to produce fertilizing gametes as they age. The eggs a vilderaro produces can develop asexually in females, sexually when fertilized by an older adult, or via self-fertilization when a vilderaros reaches maturity. Juveniles are born physically capable but rely on the birthing parent for care. The parent or parents pass on genetic knowledge, allowing their young accelerated learning and the ability to function much like adolescents of other species within several months to a year. Desire for variety in this hereditary “education” has encouraged the vilderaro culture to favor sexual reproduction. When speaking Common and other gendered languages, vilderaros refer to themselves in feminine terms.<br/> Advanced technology is still new to vilderaros, but they have adapted well to it, especially with computers and navigational tools that allow them to extend their vision far beyond what they can see. Consequently, vilderaros have realized they are capable of comprehending and remembering vast volumes of spatial data. These capabilities make them excellent navigators and talented pilots, as well as skilled in many sorts of design. Vilderaros stand 6 feet tall and weigh around 150 pounds. They’re considered adults at age 5 and naturally live up to 100 years.</p>	+2 INT	null	null	null	null	4	Medium	Monstrous Humanoid	Aquatic	AT02	53
152	Vlaka	null	<p>Wolflike creatures with thick fur, vlakas hail from a doomed planet called Lajok, an arctic world in the Vast that is the most distant from its system’s dying star. Life is barely sustainable on Lajok, and as its sun grows dimmer, it might be able to sustain an ecosphere for only a few more centuries. Some vlakas respond to this knowledge by building strong communities that can last as long as possible on their home world, but others travel among the stars seeking a longer-term solution.<br/> Vlaka fur is usually white with large patches of pale blue, gray, or black, and it provides them protection against all but the most bitter cold. Around twothirds of vlakas are born blind or deaf. Although they have long had access to magic and technology that can mitigate or remove such conditions, not all vlakas choose to do so, valuing the cultural touchstones such as language and perspective variances that are associated with differing ways of sensing the world. A typical vlaka stands 5-1/2 to 6-1/2 feet tall and weighs between 175 and 250 lbs.<br/> Vlakas can appear unnervingly serious, but they’re acutely attuned to the emotional state of others, and they offer friendly encouragement when they sense it might be helpful. Vlakas emphasize on the well-being of the group over the individual, a practice that evolved from survival strategies required to thrive in the tundra of Lajok. While not wholly self-sacrificing, vlakas go to great lengths to assist, protect, and encourage their friends, colleagues, and kin. Vlakas frown upon self-aggrandizing leadership, and they respect those who display wisdom, listen the most, and speak the least.<br/> Most vlaka groups are led by councils whose members rotate between roles and dutifully carry out the will of their constituents rather than seeking political power for themselves. Vlakas who travel with other races often find themselves thrust into leadership positions thanks to their penchant for working for the benefit of and listening to their allies. Most vlakas accept such responsibilities but deflect any unwarranted respect afforded them solely due to their title.<br/> A few vlakas who visited the Pact Worlds before the Absalom Pact was signed served as a bridge between Eox and other worlds. Vlakas have since become famous as dependable go-betweens for groups seeking genuine accord. A vlaka might even work with clients who have been bad actors in the past, hoping to find a situation beneficial to all sides and to see ethical improvement in future behavior.<br/> Many sapient creatures find themselves drawn to the camaraderie vlakas offer, but others try to take advantage of their openness. Vlakas who grow weary of the strife among other races might withdraw to focus on working with animals or machines. However, most vlakas seek well-intentioned groups of like-minded starfarers to do some good in a galaxy that can be callous and brutal.</p>	+2 WIS, +2 CHA, -2 INT	5-1/2 to 6-1/2 ft.	175–200 lbs.	3 years	30+4d10 years	4	Medium	Humanoid	Vlaka	AA2	135
153	Witchwyrd	null	<p>Witchwyrds are avid wanderers and inveterate merchants, plying the trade routes between both planets and the planes.<br/> Witchwyrds have four arms and hairless gray-blue skin. Their eyes glow visibly, increasing in brightness as they absorb force energy. Witchwyrds stand an average of 7 feet tall and weigh approximately 300 pounds. They favor loose, flowing robes and distinctive conical hats, and they frequently cover their faces with masks or ornate helmets. Witchwyrds new to a market or eager to avoid identification during an important business deal sometimes fold one pair of their flexible arms behind their backs and cover their faces.<br/> Although witchwyrds seem to gain some manner of sustenance from the magical force energy they absorb, they still breathe, drink, eat, and sleep like normal creatures, and they have a fondness for extremely spicy foods. The average lifespan of witchwyrds is unknown, though they are believed to live for many centuries, if not millennia.<br/> Witchwyrds are acknowledged as the progenitors of the kasathas and the shobhads of Akiton. Why the witchwyrds seeded Kasath and Akiton with intelligent life modeled after themselves remains a mystery, as does the number of other as-yet-undiscovered planets similarly affected. It is an undisputed fact, however, that witchwyrds were the impetus behind the construction of the kasathas’ worldship Idari and their exodus from their home planet to the Pact Worlds.<br/> Witchwyrds can be found on nearly any world or plane with civilized trade, preferring dry, warm regions, but virtually nothing is known of their mysterious home world beyond its name: Cyrune. The details of witchwyrd government and society are likewise unknown, other than a widespread belief that a mercantile oligarchy of witchwyrd elders directs their race’s interplanetary and interplanar trade.<br/> Most witchwyrds operate as solitary traders, primarily focusing on one area of trade (such as weapons or magic items), though most deal in other goods as well. Virtually all witchwyrds love haggling, to the point that the process of bargaining sometimes seems more important to a witchwyrd than the eventual deal that is struck.<br/> Witchwyrds often travel with a crew of loyal humanoid mercenaries hired from worlds they’ve visited in the past. These hirelings never speak of their remuneration, purportedly forbidden from doing so by punitive clauses in their contracts. Witchwyrds can be encountered throughout the Pact Worlds, though they’re most commonly found on Absalom Station, Akiton, and the Idari. On the Pact Worlds, most witchwyrds do business as members of the Tetrad, an interplanetary and interplanar trade association.</p>	+2 INT, +2 CHA, -2 CON	6–8 ft.	200–400 lbs.	100 years	600+10d% years	4	Medium	Monstrous Humanoid	null	AA1	123
154	Woioko	Deepborn	<p>Inhabitants of the ocean planet Heicoron IV (Starfinder Adventure Path #1 62), woiokos are humanoids who have smooth, eellike skin. They evolved from underwater-dwelling ancestors, but more recently they split into two subspecies when rising sea levels destroyed their terrestrial civilization. The air-breathing Floatborn remained above the waves and now reside in vast floating arcologies divided into dozens of autonomous nations. The Deepborn genetically modified themselves to breathe water as well as air and returned to their primeval homes deep in the ocean, where short-lived domains constantly vie for dominance. The two subspecies have little contact with one another, each remaining in its preferred environment.</p>	+2 STR, +2 CHA, -2 CON	null	null	null	null	4	Medium	Humanoid	Aquatic/Woioko	DS02	60
155	Woioko	Floatborn	<p>Inhabitants of the ocean planet Heicoron IV (Starfinder Adventure Path #1 62), woiokos are humanoids who have smooth, eellike skin. They evolved from underwater-dwelling ancestors, but more recently they split into two subspecies when rising sea levels destroyed their terrestrial civilization. The air-breathing Floatborn remained above the waves and now reside in vast floating arcologies divided into dozens of autonomous nations. The Deepborn genetically modified themselves to breathe water as well as air and returned to their primeval homes deep in the ocean, where short-lived domains constantly vie for dominance. The two subspecies have little contact with one another, each remaining in its preferred environment.</p>	+2 DEX, +2 CHA, -2 CON	null	null	null	null	4	Medium	Humanoid	Woioko	DS02	60
156	Wrikreechee	null	<p>Spindly and deliberate, wrikreechees are chitinous filter feeders who bear as much a resemblance to mollusks as they do to air-breathing humanoids. Their two lower limbs are robust, capable of clinging to jagged surfaces for extended periods, while their forelimbs bear dozens of long, fibrous whiskers that fan out like baleen to catch passing food particles. These forelimbs each also bear a set of three grasping claws, with which a wrikreechee can manipulate objects, tools, and weapons.<br/> Wrikreechees are natives of Akchios, a lonely, watery planet with a fairly eccentric orbit around an orange main-sequence star. Over much of its existence, Akchios was covered in ice miles thick, melting only partly every 3 years when the planet drew closer to the sun. Fairly simple life developed in its concealed oceans, feeding upon nutrients surging from deep-sea vents. Only a modest range of more complex life-forms evolved in the lightless depths, and among these were the wrikreechees: soft-bodied organisms who developed rigid exoskeletons that allowed them to wander and feed during the warming cycle. During the cooling cycle, they molted their shells and retreated into coral-like constructions to conserve energy and socialize with their wintering colony. As best as modern scholars can tell, their kind evolved self-awareness and higher thought processes as a direct extension of this communal living. Though the species developed only rudimentary technologies in the absence of fire and metallurgy, their cultural love of history, mathematics, and philosophy made them a highly educated people.<br/> For the past 100,000 years, Akchios’s sun has grown hotter, melting more and more of the planet’s icy shell. Several centuries before the Gap, Akchios thawed enough to expose its immense ocean, revealing the cosmos to the wrikreechees for the first time. They had already developed complex astronomic theories by the time Pact Worlds explorers arrived 50 years ago, and although the wrikreechees still had only simple tools, they had the academic aptitude to quickly understand and adopt the visitors’ technologies. While still fairly uncommon beyond their home world, traveling wrikreechee scholars and engineers are renowned for creating wonders of architecture and adapting old technologies in innovative ways.<br/> Among the wrikreechees’ most important developments are a swath of pharmaceuticals and inexpensive biotech solutions that have helped them adapt to life in dry environments. Most importantly, these include a series of hormonal enhancements that allow a wrikreechee to maintain its shell year round and a biotech vocal enhancer that helps the creature project its voice and enunciate at near-human levels—without which a wrikreechee’s simple jaw and throat mangle a range of consonants and can barely project above a whisper in air. Much of the Wrikreechee language is conveyed through arm movements and chirps, with entire syntactic structures expressed solely through vibrations felt only over short distances in the water. These grammatical constructions are reserved primarily for terms of endearment, trust, and understanding. As a result, wrikreechees emit a nearly inaudible buzz around dear friends, and they find communication over comm units distressingly sterile.<br/> Temperature fluctuations remain the bane of most wrikreechees; because of their adaptation to seasonal stimuli, they become noticeably torpid in cold weather, and heat can spur practically manic bouts of energy. Those who can afford to do so wear suits with environmental controls to maintain their body temperatures—and prevent any mood swings that would otherwise result. Most wrikreechee travelers delight in clothing and crowded rooms, finding both to be suitable replacements for the colonies they left behind.</p>	+2 CON, +2 INT, -2 DEX	5–7 ft.	250–350 lbs.	13 years	60+1d20 years	4	Medium	Monstrous Humanoid	Aquatic	AA1	125
157	Ysoki	null	<p>Ysoki names tend to be short, and even those given longer names inevitably shorten them for informal use. Nicknames are often as important to ysoki as their actual names, and they tend to give both other ysoki and their non-ysoki friends monikers that refer to their personality or physiology, such as “Snack,” “Sparks,” “Twitch,” “Boom-Boom,” or “Dirtbath.” While some ysoki take family names, many use the names of their ships or home settlements instead. Some sample ysoki names include Bena, Coponisa, Cors, Goba, Ketch, Kib, Lolo, Niknik, Quig, Resk, Sim, and Twik.</p>	+2 DEX, +2 INT, -2 STR	3–4 ft.	60–100 lbs.	10 years	60+1d20 years	2	Small	Humanoid	Ysoki	CRB	54
