id	class_features_id	name	level	description
248	53	Solar Flare	1	<p>You can condense your solar mote around one of your hands to form a lightweight ranged weapon of stellar energy. This weapon appears to be made of either glowing light or solid darkness, as determined by the appearance of your solar manifestation, but it can take any general shape you desire. The shape of normal ranged weapons&mdash;such as pistols, crossbows, and handcannons are fairly common&mdash;but more esoteric manifestations such as a shimmering crystal that launches fragments of itself, a dark aura that forms directly onto your foes, or an orb of stellar energy that releases beams of pure light are also possible. Your solar flare&rsquo;s general design has no impact on its function, and it doesn&rsquo;t give the weapon any weapon special properties. Once you&rsquo;ve selected the general design, you can&rsquo;t change it until you gain a new solarian level.<br />Your solar flare functions as a one-handed uncategorized small arm that targets EAC (though it can&rsquo;t be used to make trick attacks, if you have that class feature), and you&rsquo;re automatically proficient with it. At 1st level, choose whether your solar flare deals cold damage or fire damage. You can change the damage type each time you gain a new solarian level. Your solar flare deals 1d4 damage and has a range increment of 60 feet. This damage increases by 1d4 at 6th level, 9th level, 12th level, and every level thereafter.<br />Unlike most small arms, when you gain Weapon Specialization at 3rd level, you add your full solarian level to damage with your solar flare, as opposed to half. If you are a multiclass solarian, you add only your full solarian level and half your levels in other classes to damage with your solar flare.<br />Any solarian class features (including stellar revelations and zenith revelations) that specifically affect melee weapons (such as the flashing strikes class feature) function with your solar flare, even if they normally work only with melee attacks. Anything that specifically affects solar weapons (such as solarian weapon crystals) affects your solar flare in the same way, though it can&rsquo;t gain any weapon special property, critical hit effect, or weapon fusion that can&rsquo;t be applied to a small arm.<br />Forming or dismissing a solar flare is a move action that takes the same amount of effort as drawing or sheathing a weapon (and can be combined with a move as a single move action or used with the Quick Draw feat). Your solar flare is automatically dismissed if it ever leaves your hand.</p>
249	53	Solar Shield	1	<p>You can coalesce your solar mote around one of your hands, creating a deflecting shield of out of stellar energy. This shield appears to be made of either glowing light or solid darkness, as determined by the appearance of your solar manifestation, but it can take any general shape you desire. Normal defensive implements such as bucklers and kite shields are popular shapes for solar shields, but it is not unheard of for a solarian to bear a solar shield in the form of a shining orrery orbiting their arm, a set of rapidly spinning helicopter blades across their forearm, or stranger barriers. Your solar shield&rsquo;s general design has no impact on its function, and it doesn&rsquo;t give the shield any special abilities. Once you&rsquo;ve selected the general design, you can&rsquo;t change it until you gain a new solarian level.<br />Your solar shield grants you a +1 shield bonus to AC (see Shields on page 124), and as a move action you can align the shield to grant you greater protection against one opponent you are observing (Core Rulebook 260), which increases your shield bonus to AC to +2 against attacks from that opponent until the beginning of your next turn. At 5th level and again every 5 levels thereafter, the shield bonus when aligned against one target increases by an additional +1.<br />You can make unarmed attacks with your solar shield; these attacks are not archaic, and you threaten squares within your reach while it is formed. You can add solarian weapon crystals to your solar shield as if it were a solar weapon, in which case their benefits apply to unarmed attacks you make with the shield. The damage type of these attacks is the same damage type as the type granted by the solarian weapon crystal, and if the solarian weapon crystal does not specify a damage type, it deals bludgeoning damage.<br />Forming or dismissing a solar shield is a move action that takes the same amount of effort as drawing or sheathing a weapon (and can be combined with a move as a single move action or used with the Quick Draw feat). Your solar shield is automatically dismissed if it ever leaves your hand.</p>
250	53	Solar Weapon	1	<p>You can seize your solar mote in one hand to form a melee weapon out of stellar energy. This weapon appears to be made out of glowing light or solid darkness, as determined by the appearance of your solar manifestation, but it can be whatever general shape you choose. Normal melee weapons like axes, swords, and spears are most common, but other shapes, such as a large rune of stellar energy, a mass of writhing energy tendrils, or an energized fist that fits over your own hand, are possible as well. Your solar weapon&rsquo;s general design has no impact on its function, and doesn&rsquo;t give the weapon any special abilities such as reach. Once you&rsquo;ve selected the general design, you can&rsquo;t change it until you gain a new solarian level.<br />Your solar weapon functions as a one-handed kinetic advanced melee weapon, and you&rsquo;re automatically proficient with it. At 1st level, choose whether your solar weapon deals bludgeoning, piercing, or slashing damage. You can change the damage type each time you gain a new solarian level. Your solar weapon deals damage equal to 1d6 + your Strength modifier. This damage increases by 1d6 at 6th level, 9th level, 12th level, and every level thereafter. Solarian weapon crystals (see page 170) can increase your solar weapon&rsquo;s damage.<br />Forming or dismissing a solar weapon is a move action that takes the same amount of effort as drawing or sheathing a weapon (and can be combined with a move as a single move action or used with the Quick Draw feat). Your solar weapon is automatically dismissed if it ever leaves your hand.</p>
251	54	Graviton Mode	1	<p>When you enter graviton mode, you gain 1 graviton attunement point and become graviton-attuned. Some of your stellar revelations are graviton powers and get stronger if you&rsquo;re graviton-attuned. While graviton-attuned, you gain a +1 insight bonus to Reflex saves. This bonus increases by 1 for every 9 solarian levels you have.</p>
252	54	Photon Mode	1	<p>When you enter photon mode, you gain 1 photon attunement point and become photon-attuned. Some of your stellar revelations are photon powers and get stronger if you&rsquo;re photon-attuned. While photon-attuned, you gain a +1 insight bonus to damage rolls (including damage rolls for your stellar powers). This bonus increases by 1 for every 6 solarian levels you have.</p>
253	54	Unattuned	1	<p>While unattuned, you gain no attunement points and you are neither photon-attuned nor graviton-attuned. You gain no benefits while unattuned.</p>
254	55	Black Hole (Su)	1	<p>When you&rsquo;re fully graviton-attuned, as a standard action, you can pull any number of creatures within 20 feet of you closer. You choose which creatures are affected and which ones aren&rsquo;t. Each target must succeed at a Fortitude save or be pulled 10 feet toward you. The range of this revelation and the distance pulled increase by 5 feet at 5th level and every 4 levels thereafter. Solid objects do not block this ability, but any creature that runs into a solid object ceases moving closer to you. Creatures moved by this ability do not provoke attacks of opportunity from this movement. After you use this revelation, you immediately become unattuned. Black hole functions as a zenith revelation for the purposes of abilities that reference them.</p>
255	55	Supernova (Su)	1	<p>When you&rsquo;re fully photon-attuned, as a standard action, you can deal 1d6 fire damage plus 1d6 additional fire damage per solarian level to all creatures within 10 feet of you. A creature that succeeds at a Reflex save takes half damage. At 9th level, you can increase the radius to 15 feet, and at 17th level, you can increase the radius to 20 feet. After you use this revelation, you immediately become unattuned. Supernova functions as a zenith revelation for the purposes of abilities that reference them.</p>
256	55	Agile Wavelengths (Su)	2	<p>You have developed a technique to conduct maneuvers on the battlefield at range with your solar flare. You can attempt combat maneuvers as a ranged attack instead of a melee attack, with a range of 30 feet. Any weapon special properties your solar flare has that would affect certain combat maneuvers apply as normal. While attuned or fully attuned, you gain a +2 insight bonus to combat maneuvers attempted at range using this stellar revelation. You must have a solar flare to select this stellar revelation.</p>
257	55	Blade in the Night (Su)	2	<p>You have learned how to damage your foes not just with light, but also with the absence of light. As a move action, you can choose a creature within 30 feet of you. For 1 round, or until you leave graviton mode, you gain a +1 bonus to weapon damage rolls against that creature. This bonus damage increases by 1 at 8th level and every 6 levels thereafter. While attuned or fully attuned, this bonus damage instead increases by 1 at 4th level and every 4 levels thereafter.</p>
258	55	Constructive Interference (Su)	2	<p>Forces humming within your solar armor make it more difficult for sound waves and electrical impulses to reach your body and harm you. You gain energy resistance 5 whenever your solar armor is active. You can choose either electricity resistance or sonic resistance when you activate the armor, and you can switch energy types as a move action.<br />When you are attuned or fully attuned, you double the amount of resistance granted by this ability.</p>
259	55	Dark Matter (Su)	2	<p>As a move action, you can draw on the properties of dark matter to increase your density, allowing you to resist physical damage. You gain damage reduction 1/&mdash;. This increases to DR 2/&mdash; at 6th level and increases by 1 again every 3 solarian levels thereafter. This benefit lasts for 1 round or until you leave graviton mode.<br />When you are attuned or fully attuned, your DR from dark matter is equal to half your solarian level.</p>
260	55	Distant Burst (Su)	2	<p>Your solar manifestation is an extension of yourself, and you have learned to center your power outward. Any stellar revelations (including zenith revelations) that have a radius and are centered on you can be centered anywhere within 20 feet of you. While attuned or fully attuned, they can instead be centered anywhere within 40 feet of you.</p>
261	55	Distracting Glare (Su)	2	<p>Your shimmering power draws your enemies&rsquo; focus to the real threat: you. As a move action, you can focus your attention on a creature within 30 feet of you. The target must attempt a Fortitude save. If it fails, it takes a &ndash;2 penalty to attack rolls for attacks that don&rsquo;t include you as a target for 1 round or until you leave photon mode.</p>
262	55	Flare (Su)	2	<p>As a move action, you can shed light in a 30-foot radius for 1 minute. You choose dim, normal, or bright light each time you activate this revelation. As a standard action, you can create a flash of brilliant light, forcing one creature within 30 feet to succeed at a Reflex save or be blinded for 1 round. Once you&rsquo;ve targeted a creature with flare, you can&rsquo;t target it with this revelation again for 10 minutes. Blind or sightless creatures are not affected by this use of this revelation.<br />When you create a flash of light as a standard action and you are attuned or fully attuned, you can instead choose to make all enemies within range dazzled for 1 round (no save).</p>
263	55	Gravitic Reinforcement (Su)	2	<p>You can shore up your most frustrating weaknesses with balancing gravity. As a move action, you can gain a +1 enhancement bonus to your lowest saving throw for 1 minute, which persists even if you become unattuned, but not if you leave combat or a similar high-stress situation. If multiple saving throws are tied for lowest saving throw, choose one to benefit from this revelation. If you are in graviton mode while benefiting from this revelation, this bonus instead applies to all of your saving throws for as long as you are in graviton mode. This bonus increases by 1 at 8th level, and again every 6 levels thereafter.</p>
264	55	Gravity Anchor (Su)	2	<p>As a move action, you can form a gravitational bond between yourself and either the surface you&rsquo;re standing on or the objects you are holding. This grants you a +4 bonus to your AC against bull rush, reposition, and trip combat maneuvers if you choose the surface underfoot, or against disarm combat maneuvers if you choose objects. The bonus lasts for 1 round or until you leave graviton mode. You can have only one gravity anchor active at a time.<br />When you are attuned or fully attuned, you can activate this revelation as a reaction when targeted by a bull rush, disarm, reposition, or trip combat maneuver, in which case it defends against only that attack.</p>
265	55	Gravity Boost (Su)	2	<p>You can increase or reduce the gravitational attraction between yourself and the terrain around you. You can add a bonus equal to one-third your solarian level (minimum +1) to Athletics checks to climb, jump, or swim as part of the action you take to attempt the skill check. In addition, as a reaction when you are falling, you can reduce the falling damage you take by half. At 6th level, you can move along vertical surfaces and even upside down along ceilings for 1 round. This functions as spider climb, but it leaves your hands free and you can also run. You must end your movement on a surface that can support you normally. If you end your movement while you are standing on a vertical surface or ceiling, you fall unless you succeed at an Athletics check to climb to remain in position.<br />When you are attuned or fully attuned, the bonus you gain from this revelation to checks to climb, jump, or swim doubles.</p>
266	55	Gravity Hold (Su)	2	<p>This revelation allows you to move objects at a distance as per psychokinetic hand (see page 370).<br />When you are attuned or fully attuned, you can use the psychokinetic hand ability of your gravity hold to immobilize, lift, or move a Medium or smaller creature. The creature can attempt a Fortitude save to negate the effect. While under this effect, the target creature cannot move, but can take any other normal actions. This ability follows all of the restrictions of the spell other than the weight limit, but you can&rsquo;t lift a creature higher than 5 feet off the ground. When you spend a standard action concentrating to maintain the gravity hold, the target can attempt a new save to end the effect. Once a creature successfully saves against this ability, it becomes immune to further uses of this revelation for 24 hours.</p>
267	55	Plasma Sheath (Su)	2	<p>As a move action, you can cause all of your melee attacks to deal fire damage instead of their normal damage type. (The attacks are still made against the target&rsquo;s EAC or KAC as normal for the weapon.) This benefit lasts for 1 round or until you leave photon mode.<br />When you are attuned or fully attuned, your attacks with plasma sheath deal additional fire damage equal to half your level.</p>
268	55	Radiation (Su)	2	<p>As a standard action, you can emit an aura of low-level radiation. Creatures within 5 feet of you must succeed at a Fortitude save or be sickened. A sickened creature recovers as soon as it moves out of your aura, and a creature that succeeds at its saving throw is immune to your radiation for 24 hours. This is a poison effect (see page 415). The radiation lasts for 1 round or until you leave photon mode.<br />When you are attuned or fully attuned, the size of your aura increases to 10 feet.</p>
269	55	Stellar Equilibrium (Su)	2	<p>You can draw energy from your connection to the cosmos to regulate your internal temperature and even your physiology. Also long as your solar armor is active, you can exist comfortably in conditions between &ndash;50&deg; and 170&deg; F without needing to attempt Fortitude saves, and you do not need to eat or drink to survive.<br />When you are attuned or fully attuned, you ignore the environmental effects of being in a vacuum and receive a +4 bonus to all saving throws against diseases and poisons.</p>
270	55	Stellar Rush (Su)	2	<p>As a standard action, you can wreathe yourself in stellar fire and make a charge without the penalties (see page 248).<br />When you are attuned or fully attuned, you can substitute a bull rush for the melee attack at the end of the charge. Whether or not you succeed at the bull rush, the target takes 2d6 fire damage (Reflex half). This damage increases by 1d6 at 6th level and every 2 levels thereafter.</p>
271	55	Ultraviolet Pulse (Su)	2	<p>You can debilitate your opponents&rsquo; defenses with ultraviolet light. As a standard action, you can focus ultraviolet light on a creature you can see within 60 feet. That creature takes a &ndash;1 penalty to all saving throws for 1 round, or until you leave photon mode. If you are attuned or fully attuned, all creatures within 10 feet of the target take a &ndash;1 penalty to all saving throws for as long as the target is affected by this stellar revelation. If you would become unattuned from using a zenith revelation, the penalty remains until after the zenith revelation is resolved.</p>
272	55	Astrologic Sense (Su)	6	<p>You can sense the movement of all objects influencing you to gain insight into upcoming events. Once per day as a full action, you can try to determine whether a particular action of yours will bring good or bad results for you in the immediate future. This functions as augury (see page 340) with your effective caster level equal to your solarian level. You can spend 1 Resolve Point to use this revelation again on the same day, but you still can&rsquo;t use it more than once per hour.<br />When you are attuned or fully attuned, you can see 1 hour into the future (instead of half an hour as is normal for augury) when you use this revelation.</p>
273	55	Attractive Force (Su)	6	<p>Your weapon exerts a pull that makes objects cling to it and can even stymie opponents with strands of force. As a move action, you can grant a weapon you wield, including your solar weapon, the disarm weapon special property. This benefit lasts for 1 round or until you leave graviton mode.<br />When you are attuned or fully attuned, if you score a critical hit with the weapon, your target must succeed at a Reflex save or be entangled for 1 round. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon&rsquo;s normal critical hit effect or the entangling effect.</p>
274	55	Blazing Orbit (Su)	6	<p>As a move action, you can move up to your speed, gaining concealment against any attack made against you during the move, and you can leave a trail of flames in every square you pass through. The flames last for 1 round and deal 2d6 fire damage to anyone who moves into them. You can&rsquo;t move through another creature&rsquo;s space during this movement. If you use blazing orbit again, any flames you previously created with it go out. The damage from the flames increases by 1d6 at 8th level and every 2 levels thereafter.<br />When you are attuned or fully attuned, any creature damaged by the flames also gains the burning condition (1d6 fire damage; see page 273).</p>
275	55	Corona (Su)	6	<p>As a standard action, you can surround your body with an envelope of fiery plasma. You gain cold resistance 10, and any adjacent creature that hits you with a natural weapon or a melee weapon takes 2d6 fire damage. The corona lasts for 1 round or until you leave photon mode. At 12th level, the damage increases to 3d6 and the cold resistance increases to 15. At 18th level, the damage increases to 4d6 and the cold resistance increases to 20.<br />When you are attuned or fully attuned, any creature that starts its turn adjacent to you while your corona is in effect takes fire damage equal to half your solarian level.</p>
276	55	Crush (Su)	6	<p>As a standard action, you can increase the effects of gravity on the internal organs or workings of a target within 30 feet, causing it to have difficulty maintaining its normal functionality. The target must succeed at a Fortitude save or become staggered for 1 round. This revelation also affects constructs. You can maintain this effect as a move action each round, but the target can attempt a new saving throw each round to end the effect. Once a creature succeeds at this save or the effect ends, you can&rsquo;t target that creature with crush again for 24 hours.<br />When you are attuned or fully attuned, you can spend 1 Resolve Point to also stun the target for 1 round. Maintaining crush on subsequent rounds extends the staggered effect, but not the stunned effect.</p>
277	55	Crushing Force (Su)	6	<p>Your weapons destroy the tools and energy your foes wield against you. As a move action, you can grant a weapon you wield, including your solar weapon, the sunder weapon special property. This benefit lasts for 1 round or until you leave graviton mode. When you are attuned or fully attuned, your weapon gains the fatigue critical hit effect. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon&rsquo;s normal critical hit effect or the fatigue effect.</p>
278	55	Curving Flare (Su)	6	<p>You have developed a technique to use your enemies&rsquo; gravity fields against them, creating a shining ricochet. When you make a ranged attack with your solar flare as a standard action and hit, you can use a move action to make a second ranged attack with your solar flare. This second attack is made at a &ndash;8 penalty (&ndash;6 if you&rsquo;re attuned or fully attuned) and must be made against a different target than the first attack. You determine line of sight and the range of this attack starting from one corner of the space occupied by the target of the first attack. The second attack is treated as an attack in a full attack for the purposes of abilities that reduce the penalties for full attacks. You must have a solar flare to select this stellar revelation.</p>
279	55	Defy Gravity (Su)	6	<p>As a move action, you can fly up to your speed. You must end this movement on solid ground or you fall. At 12th level or higher, you don&rsquo;t have to land if you immediately follow your flight with another move action to use defy gravity. On your last move action of the turn, you still have to land or fall.<br />When you are attuned or fully attuned, your fly speed from this revelation increases by 10 feet.</p>
280	55	Draining Agony (Su)	6	<p>You can increase the suffering of those who would oppose you. As a reaction while you&rsquo;re attuned or fully attuned, when a hostile creature within 30 feet of you takes damage from any source, you can add your solarian level to the total damage the creature takes. Once you use this revelation, you can&rsquo;t use it again until the next time you rest for 10 minutes to regain Stamina Points.</p>
281	55	Glow of Life (Su)	6	<p>As a move action, you can spend 1 Resolve Point to recover a number of Hit Points equal to twice your solarian level. Once you use this revelation, you can&rsquo;t use it again until the next time you regain Stamina Points after a 10-minute rest.<br />When you are attuned or fully attuned, increase the amount you heal with this revelation to three times your solarian level.</p>
282	55	Gravity Pulse (Su)	6	<p>Your solar flare has an intrinsic connection to gravitational forces. As a move action, you can grant your solar flare the gravitation (10 ft.) weapon special property. This benefit lasts for 1 round or until you leave graviton mode, whichever comes first. When you are attuned or fully attuned, this gravitation property instead has a value of 20 feet. You must have a solar flare to select this stellar revelation.</p>
283	55	Gravity Surge (Su)	6	<p>As a full action, you can perform a disarm or trip combat maneuver against a target within 30 feet. Use your Charisma modifier on your attack roll instead of your Strength modifier, and you gain a +4 bonus to this attack roll that doesn&rsquo;t stack with the bonus from the Improved Combat Maneuver feat.<br />When you are attuned or fully attuned, if you disarm a target with gravity surge and have a hand free, the dropped item flies toward you and you can snatch it from the air. If you trip a target with gravity surge, you can pull the target up to 10 feet closer to you.</p>
284	55	Hypnotic Glow (Su)	6	<p>As a standard action, you can convince one living creature that you are to be trusted. This functions as charm person (see page 342), but with a duration of 1 round per solarian level you have. When the effect ends, if you are out of line of sight and the target is not engaged in an activity it wouldn&rsquo;t have begun without being charmed, the target does not realize it was charmed or has acted unusually unless someone else points it out. You can&rsquo;t use this revelation again while you currently have a creature charmed via this ability, and once you&rsquo;ve attempted to charm a creature, whether or not the attempt was successful, you can&rsquo;t charm the same creature again for 24 hours. Your influence over the creature ends once the duration has expired, and at that time the target likely ceases doing anything you&rsquo;ve requested of it. At 9th level, hypnotic glow functions as charm monster (see page 342).<br />When you are attuned or fully attuned and you successfully charm a creature using this ability, you can also command it to approach, flee, or halt on its next turn, as per the command spell (no save; see page 343).</p>
285	55	Luminescent Inquisition (Su)	6	<p>Your light shines upon your enemies and reveals the truth. As a move action, you can grant a weapon you wield, including your solar weapon or unarmed attacks, the aurora weapon special property. This benefit lasts for 1 round or until you leave photon mode, whichever comes first. When you are attuned or fully attuned, your weapon also gains the demoralize critical hit effect in addition to its normal critical hit effect.</p>
286	55	Reflection (Su)	6	<p>You can reflect ranged attacks back at your enemies. If you took the total defense action on your last turn, or if you were fighting defensively and spend 1 Resolve Point, as a reaction you can redirect a ranged attack that misses you. Select a new target within 30 feet and make a ranged attack roll with a &ndash;4 penalty. If your attack hits, the new target is damaged as if it had been the intended target of the original ranged attack.<br />When you are attuned or fully attuned, you don't take a &ndash;4 penalty to your redirected attack roll.</p>
287	55	Subduing Beams (Su)	6	<p>While the sun can sear and burn, it also represents a gentler force of growth and redemption. As a move action, you can grant a weapon you wield, including your solar weapon, the nonlethal weapon special property by sheathing it in a field of cushioning energy. This lasts for 1 round or until you leave photon mode.<br />When you are attuned or fully attuned, your weapon gains the staggered critical hit effect. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon&rsquo;s normal critical hit effect or the staggered effect.</p>
288	55	Vital Reinforcement (Su)	6	<p>You have learned how to use photonic power to bolster your allies in the face of danger. As a reaction while you&rsquo;re attuned or fully attuned, when an ally other than yourself within 30 feet of you takes damage, you can reduce the damage taken by your solarian level (minimum 0 damage). Once you use this revelation, you can&rsquo;t use it again until the next time you regain Stamina Points after a 10-minute rest.</p>
289	55	Burn Enchantment (Su)	10	<p>Your attacks&rsquo; cosmic energy shreds the magical forces wielded by spellcasters. As a move action, you sheathe your body in protective energy that attunes to spellcasters you strike. If the next successful melee attack you make before the beginning of your next turn hits a creature capable of casting spells or using spell-like abilities, you gain a +2 enhancement bonus to saving throws against that creature&rsquo;s spells and spell-like abilities for 1 round.<br />When you are attuned or fully attuned, your weapon gains the dispelling critical effect. If the weapon already has a critical hit effect, when you score a critical hit, you can apply either the weapon&rsquo;s normal critical hit effect or the dispelling effect. A target affected by the dispelling critical hit effect is the subject of a targeted dispel magic, per the spell, using your solarian level as the caster level.</p>
290	55	Debris Field (Su)	10	<p>As a standard action, you can cause a cloud of debris, microscopic particles, and small items to orbit you, trapped in your personal gravitational field. This grants you concealment against ranged attacks. This ability functions for 1 round or until you leave graviton mode.<br />When you are attuned or fully attuned, the cloud of debris and microscopic particles thickens, increasing the miss chance from your concealment to 50% on ranged attacks (though you are not considered to have total concealment).</p>
291	55	Forceful Shield (Su)	10	<p>Your solar shield, when imbued with photonic energy, can be used for offense as well as defense. As a full action while holding your solar shield, you can make one melee attack with it, dealing damage as if it were a solar weapon (using your solarian level). You can also use it to make an attack of opportunity if a foe provokes one from you before the beginning of your next turn after you used your solar shield in this way. While attuned or fully attuned, you can align your solar shield against the target of your attack as part of the same full action. If you have a solarian weapon crystal inserted in your solar shield, you apply its benefits to these melee attacks. You must have a solar shield to select this revelation.</p>
292	55	Gravity Well (Su)	10	<p>You have learned how to use your solar manifestation to disrupt the gravitational fields around your enemies. As a full action while attuned or fully attuned, you can make an attack with your solar flare, solar shield, or solar weapon against a single target. If you are able to make this attack as a ranged attack, the target must be within 30 feet. On a hit, the area within a 10-foot radius of your target (including the air) becomes difficult terrain for a number of rounds equal to half your solarian level.</p>
293	55	Solar Inferno (Su)	10	<p>You have learned how to create a burst of cosmic energy at the point of your solar manifestation&rsquo;s impact. As a full action while attuned or fully attuned, you can make an attack with your solar flare, solar shield, or solar weapon against a single target. If you are able to make this attack as a ranged attack, the target must be within 30 feet. On a hit, the target and each creature within 10 feet of it must attempt a Reflex save. A creature that fails its save gains the burning condition. This burning condition deals 2d6 damage (increasing by 1d6 at 14th level and again at 18th level).</p>
294	55	Soul Furnace (Su)	10	<p>You can stoke the internal energy of your entire physiology, allowing you to boost your life processes. As a move action, you can spend 1 Resolve Point. If you are suffering from an affliction (a curse, disease, drug or poison), you can immediately attempt an additional saving throw at the affliction&rsquo;s normal save DC. If you succeed at this saving throw, the affliction ends (regardless of how many successful saving throws it normally takes to end the affliction). Once you have used this revelation, you can&rsquo;t use it again until the next time you regain Stamina Points after a 10-minute rest.<br />When you are attuned or fully attuned, you can also use this revelation to end any one of the following conditions you have: bleeding, blinded, burning, cowering, dazzled, exhausted, fatigued, frightened, panicked, shaken, or sickened.</p>
295	55	Stalwart Shield (Su)	10	<p>Your solar shield can imitate the cosmic properties of solar armor, especially when you are properly attuned. As a move action while holding your solar shield, you can gain resistance 5 to cold and fire, which increases by another 5 at 20th level. This resistance lasts for 1 round or until you leave graviton mode, whichever comes first. While attuned or fully attuned, if you use a move action to align your solar shield against a specific target, you increase this resistance by 5 against the abilities and attacks of that target. If you have any items that would specifically benefit solar armor, they apply their benefits to your solar shield while this revelation is active. You must have a solar shield to select this revelation.</p>
296	55	Stealth Warp (Su)	10	<p>You can bend light, sound, and even vibrations around your body, making you harder to notice. As a move action, you can grant yourself a +4 bonus to Stealth checks. This lasts for 1 round or until you leave graviton mode.<br />When you are attuned or fully attuned, you can use this revelation to reduce your sensory output so much that you can attempt a Stealth check even when you&rsquo;re directly observed and lack cover or a distraction. You are not invisible, simply difficult to see clearly, and if a creature was observing you prior to your Stealth check, it remains aware of your location until you successfully reach cover or concealment. Your stealth warp ends if you make an attack or cause another creature to attempt a saving throw, or at the beginning of your next turn unless you immediately take another move action to use this revelation.</p>
297	55	Binary Shield System (Su)	14	<p>Your bond with your solar shield is strong enough that you can split your focus against multiple foes. When you are fully attuned and use a move action to align your solar shield against a specific target, you can choose a second creature to align your shield against, gaining the full benefits of aligning your shield against both of them. Both creatures must be within 30 feet of each other when you align your solar shield against them. You must have a solar shield to select this revelation.</p>
298	55	Gallant Rebuttal (Su)	14	<p>Your solar shield aligns with your cosmic potency to such an extent that you can retaliate with a starry burst against those who seek to harm you. As a reaction when you are attuned or fully attuned and take damage from a creature your solar shield is aligned against, you can cause that creature to take fire damage equal to your Charisma bonus. You must have a solar shield to select this revelation.</p>
299	55	Gravity Shield (Su)	14	<p>As a move action, you can create a minor shield of compressed gravity waves, granting you a +1 circumstance bonus to your AC. The shield lasts for 1 round or until you leave graviton mode.<br />When you are attuned or fully attuned, as a move action, you can create a disk of massive gravitational energies that is capable of deflecting incoming attacks. Choose one edge of your space. The shield extends along three continuous edges in a straight line centered on the chosen edge. The shield provides cover against attacks coming from its far side, but not against attacks originating from the side you&rsquo;re on. If you move, you can reposition your shield as part of your move action, moving it to a different edge of your space. You must use one of your hands to direct and maintain an active gravity shield. You cannot use this version of the gravity shield at the same time you use this revelation to gain a circumstance bonus to your AC. This gravity shield also lasts 1 round or until you leave graviton mode.</p>
300	55	Particle Field (Su)	14	<p>As a move action, you surround yourself with a swirling sheath of charged particles that absorb some damage from attacks made against you. This constantly renewing field of particles acts as a force field that grants 25 temporary Hit Points and has fast healing 4. This lasts for 1 round or until you leave photon mode. This force field does not function if you also have a force field from an armor upgrade, mechanic&rsquo;s energy shield, or another similar effect.<br />When you are attuned or fully attuned, the fast healing of your particle field increases to 6.</p>
301	55	Solar Fortification (Su)	14	<p>Gravitational anomalies ripple through your solar armor, providing unexpected protection against devastating hits. As long as your solar armor is active, you gain a 20% chance that a critical hit against you is treated as a normal attack, dealing normal damage and not applying any critical effect. You roll this percentage chance before the critical hit damage is rolled. You must have solar armor to select this revelation.<br />When you are attuned or fully attuned, the chance that a critical hit against you is treated as a normal attack increases to 40%.</p>
302	55	Sunbolt (Su)	14	<p>As a standard action, you can fire a bolt of concentrated solar energy at one target within long range (400 feet + 40 feet per solarian level you have) as a ranged attack targeting the foe&rsquo;s EAC. If you hit, you deal 9d6 fire damage. If you have a solarian crystal (see Solarian Weapon Crystals on page 170) that changes the type of damage dealt by a solar weapon, you can use it to change the type of damage you deal with your sunbolt. Once you have used this revelation, you can&rsquo;t use it again until the next time you regain Stamina Points after a 10-minute rest.<br />When you are attuned or fully attuned, you gain a +2 bonus to your ranged attack roll to use this revelation.</p>
303	55	Superlative Constellation (Su)	16	<p>Your mastery of photonic energy has developed to such an extent that it flows from you in elegant, rapid patterns. Any photon revelation you have that can be used only once before taking a 10-minute rest to regain Stamina Points can now be used up to three times before taking such a rest.</p>
304	55	Superlative Nebula (Su)	16	<p>Your mastery of gravity gives you the ability to flow through combat with ease. Whenever you use a graviton revelation as a move action or standard action, you can take a guarded step as part of the same action. Additionally, when you take Hit Point damage, as a reaction you can use any graviton revelation you have that can be used as a move action. Once you have used a graviton revelation as a reaction with this ability, you can&rsquo;t do so again until you take a 10-minute rest to regain Stamina.</p>
305	55	Ultimate Graviton (Su)	16	<p>As your ability to manipulate powers of gravity expands, the range of any graviton revelation (but not zenith revelation) you have with a range doubles. Any graviton revelation (but not zenith revelation) you have that targets a single creature can now simultaneously target two creatures, who must be within 20 feet of each other. You also increase the power of any of the following gravity revelations you have.<br /><strong>Defy Gravity:</strong>&nbsp;Your fly speed increases by 20 feet.<br /><strong>Gravity Anchor:</strong>&nbsp;As a move action, you can gain both types of gravity anchor simultaneously.<br /><strong>Gravity Boost:</strong>&nbsp;Your bonus applies to all Acrobatics checks, and you take no damage from any fall.<br /><strong>Reflection:</strong>&nbsp;If you successfully redirect an attack as a reaction, you can continue to reflect additional attacks until the beginning of your next turn. You have a cumulative &ndash;2 penalty to your redirect attack roll on each reflection attempt after the first. If any reflected attack misses, you can&rsquo;t make further redirect attempts until you use this revelation again.</p>
