id	classes_id	name	level	description	alternate	source	source_page
106	10	Infinite Worlds (SU)	1	<p>As a standard action, you can create a bubble of altered reality, projecting elements of parallel existences into your current universe. You expend a witchwarper spell slot of 1st level or higher to create an environmental effect, such as summoning fog or thick vines from other realities, which lasts for a number of rounds equal to your class level unless specified otherwise. Alternatively, you can create an instantaneous effect, such a flash of fire from an explosion that occurred in a parallel universe. The particular effects depend on the level of the spell slot expended.<br />All effects created by infinite worlds use the following rules unless they say otherwise. They have a range of 100 feet + 10 feet per witchwarper level and affect a 10-foot-radius spread. If you create multiple effects with one use of infinite worlds, they all originate at the same point. If an effect calls for a saving throw, the DC is equal to 10 + the spell level expended to create the effect + your Charisma modifier. You can define the cause and appearance of infinite worlds however you wish (subject to GM approval), but the effects themselves are only quasi-real and have no effects beyond the game mechanics listed as options for this ability.<br />You can instead create multiple, milder effects in place of a single, more powerful effect. When you do this, you select two effects available to any version of this ability created by expending a lower-level spell slot than that you actually expend. For calculations based on spell level, use the level of the spell slot you expend.<br />For example, a 10th-level witchwarper could expend a 3rd‑level spell slot and select either a 3rd-level effect or any two abilities normally created by expending 1st- or 2nd-level spells.<br />The environmental and instantaneous effects you can create by sacrificing a witchwarper spell slot of a given level are as follows:</p><ul><li><strong>1st (Environmental):</strong>&nbsp;You cause the affected area to become difficult terrain. This might mean that metal flooring becomes rickety and bowed, a waterway is choked by roots and seaweed, or the air is flooded with floating strands of web-like filaments. You can affect a single movement type (land speed, burrow speed, climb speed, fly speed, or swim speed) or any combination of those movement types. When you create difficult terrain in this way, it is considered magically altered terrain for the purposes of other effects.</li><li><strong>1st (Instantaneous):</strong>&nbsp;You cause a bright flash of light to fill the area. Each creature within the area must succeed at a Fortitude saves or be dazzled for 1 round per witchwarper level. If a creature rolls a natural 1 on its saving throw (meaning the d20 shows a &ldquo;1&rdquo;), it is also blinded for 1 round.</li><li><strong>2nd (Environmental):</strong>&nbsp;You cause a hazard that deals damage each round equal to the level of the spell slot expended, with a successful Fortitude save reducing the damage by half. A creature attempts this save when it first takes damage from this effect, and its result applies for the duration of the effect. You select the damage type each time you use this ability (acid, bludgeoning, cold, electricity, fire, piercing, slashing, or sonic).</li><li><strong>2nd (Instantaneous):</strong>&nbsp;You cause a destabilizing event, such as a brief earthquake, a split-second reversal of gravity, or a blast of icy wind. Each creature within the area must succeed at a Reflex save or be knocked prone. If a creature rolls a natural 1 on its saving throw, it is also moved 5 feet per level of the spell slot expended in a direction of your choice.</li><li><strong>3rd (Environmental):</strong>&nbsp;You cause the area to grant concealment against one sense&mdash;vision, emotion, life, scent, sound, thought, or vibration (Core Rulebook 260).</li><li><strong>3rd (Instantaneous):</strong>&nbsp;You cause a disorienting event, such as bursts of flashing colors and loud sounds, or rain falling upward in spirals. Each creature within the area must succeed at a Will save or be knocked off-target for a number of rounds equal to the level of the spell expended. If a creature rolls a natural 1 on its saving throw, it is also staggered for 1 round.</li><li><strong>4th (Environmental):</strong>&nbsp;You create a barrier, the entirety of which must be within the range and area of infinite worlds&rsquo; environmental effects. The barrier is a number of 5-foot cubes no greater than double the level of the spell slot expended. The cubes must each connect along one side with at least one other cube, have hardness equal to double the level of the spell expended, and each have HP equal to 5 &times; the level of spell expended. Barriers you could summon might include old rusting barricades, slabs of ice, and so forth.</li><li><strong>4th (Instantaneous):</strong>&nbsp;You create a burst of damage affecting everything in the area. You select the type of damage each time you use this ability (acid, bludgeoning, cold, electricity, fire, piercing, slashing, or sonic), and it deals 2d6 damage per level of the spell expended (Reflex half).</li><li><strong>5th (Environmental):</strong>&nbsp;You make the air thicker or thinner, or fill it with toxic vapors. Each creature breathing the air must succeed at a Fortitude save or be sickened as long as it remains in the area. A creature attempts a single save when it is first exposed to the infinite worlds, which determines for the duration of the ability whether breathing within the area sickens that creature.</li><li><strong>5th (Instantaneous):</strong>&nbsp;You attempt to entangle all targets within the area. You might fill the area with chains, viscous glue, or quick-hardening cement. Each target must succeed at a Reflex save or be entangled and anchored in place for a number of rounds equal to the level of the spell slot expended. Creatures that enter the area after you use this ability are not entangled.</li><li><strong>6th (Environmental):</strong>&nbsp;You reduce the hardness of objects within the area by 50% (Fortitude negates), or increase their hardness by 10 (to a maximum of double their normal hardness).</li></ul>	0	COM	61
107	10	Paradigm Shift	2	<p>Paradigm shifts represent your ability to briefly install pieces of alternate realities into your own, subtly or radically changing your surroundings for a time. You learn your first paradigm shift at 2nd level, and an additional paradigm shift every 3 levels thereafter. Unless otherwise stated, the effects of a paradigm shift last for a number of rounds equal to your witchwarper level. If a paradigm shift allows a saving throw to resist its effects, the DC is equal to 10 + half your witchwarper level + your Charisma modifier.<br />Starting at 4th level, your ability to shuffle these realities improves. Upon gaining a witchwarper level (including at 4th level), you can swap out one paradigm shift you know for a different paradigm shift of the same level. You can instead select a paradigm shift of a lower level, but note the level of the original paradigm shift so that when you later swap out the same paradigm shift at later levels, you can select any paradigm shift of the original level or lower.)</p>	0	COM	62
108	10	Compound Sight (SU)	3	<p>You can sift through many realities, gaining understanding of a task by seeing it attempted dozens of different ways. Choose a skill. You gain a +1 insight bonus to checks using that skill. This bonus increases by +1 at 6th level and every 3 levels thereafter. You can change your chosen skill every time you gain a witchwarper level. At 9th level, you become more adept with your compound sight and can choose two skills to apply it to.</p>	0	COM	63
109	10	Weapon Specialization (EX)	3	<p>You gain the Weapon Specialization feat as a bonus feat for each weapon type this class grants you proficiency with.</p>	0	COM	63
110	10	Alternate Outcome (SU)	6	<p>You can use your grasp of other realities to swap an outcome in your current existence with that of a more favorable reality. As a reaction once per day, you can reroll one attack roll, saving throw, ability check, or skill check that you attempt. Alternatively, you can expend a use of this ability as a reaction to cause a critical hit against you or an ally within 100 feet to instead be a normal hit.<br />You gain one additional daily use of this ability at 12th level and again at 18th level.</p>	0	COM	63
111	10	Unfold Existences (SU)	19	<p>You have nearly unlimited insight into all possible worlds and can pluck power from them as you deem necessary. Select five paradigms shifts you don&rsquo;t know but whose prerequisites you meet. These paradigm shifts must not require your level to be higher than 8th. You can use the selected paradigm shifts a total number of times per day equal to your Charisma modifier.</p>	0	COM	63
112	10	Reality Stutter (SU)	20	<p>Your force of will can infuse reality itself, changing key aspects of existence around you. You can spend 1 Resolve Point to use any paradigm shift you know. This doesn&rsquo;t take an action, but you must use this ability on your turn unless the paradigm shift can be used as a reaction. If the paradigm shift requires a reaction, you still can&rsquo;t use it unless the stated trigger has occurred, but using it does not expend your reaction for the round. If the paradigm shift requires you to spend Resolve Points to use it, you must still spend those Resolve Points in addition to that spent to use this ability. You can use reality stutter only once per turn. You can use the unfold existences ability in conjunction with reality stutter; doing so expends a daily use of unfold existences as normal.<br />Furthermore, once per week, you can cast warp reality as a spell-like ability.</p>	0	COM	63
113	1	Combat Expertise (EX)	1	<p>You&rsquo;re able to use your social skills and abilities to gain the upper hand during a confrontation, often depending on deception, misdirection, and pure confidence to defeat your foes instead of brute force. You gain an expertise die of the same value as that granted to an envoy of your level by the expertise class feature, but you do not add it to skill checks. Choose one of the following skills: Bluff, Computers, Culture, Diplomacy, Intimidate, or Sense Motive.<br />As a standard action, you can make an expertise attack as an attack action. Prior to your attack roll, attempt a skill check using the chosen skill with a DC equal to 15 + 1-1/2 &times; your target&rsquo;s CR. If you succeed at the check and your attack hits, you roll your expertise die and add the result to your damage roll, and the target is shaken for 1 round.<br />You can use this ability and other expertise abilities as long as you have at least 1 Resolve Point remaining. This ability counts as the expertise ability for purposes of other abilities and prerequisites. If an ability requires you to forgo your expertise die on a skill check to gain some other benefit (such as altered bearing), you can use that ability only in a round in which you did not use combat expertise.<br />At 5th level, and every 4 levels thereafter, you can select another skill you can use with combat expertise. This counts as having expertise with that skill for purposes of expertise talents and other prerequisites, though you do not actually add your expertise die to any skill checks.<br />This replaces expertise and skill expertise.</p>	1	COM	68
114	1	Magical Expertise (EX)	1	<p>You&rsquo;re a master of Mysticism and exceptionally skilled at identifying and wielding magic. You gain an expertise die of the same value as that granted to an envoy of your level by the expertise class feature. You add Mysticism to your list of class skills, and you add your expertise die to your Mysticism check results instead of your Sense Motive check results.<br />You also gain the following limited version of the mystic&rsquo;s spells class feature. You use your Charisma score in place of your Wisdom score when determining the effects of your spellcasting, including the highest level of spell you can cast and the Difficulty Class for saving throws against your spells. Unlike a mystic, your selection of spells and spells per day is extremely limited. You begin play knowing one 0-level mystic spell, and you can cast your 0-level spells three times per day. At 5th level, you learn one 1st-level mystic spell and can cast it once per day. At 9th level, you learn one 2nd-level mystic spell and can cast it once per day. At 13th level, you learn one 3rd-level mystic spell and can cast it once per day. At 17th level, you learn one 4th-level mystic spell and can cast it once per day. Otherwise, this ability functions as the mystic&rsquo;s spells class feature, including the ability to decipher magical inscriptions. You can cast your lower-level spells known using your higher-level spell slots, and you can cast variable-level spells you know using any level of spell slot you have available.<br />This ability counts as the expertise ability for the purposes of other abilities and prerequisites. If an ability requires you to forgo your expertise die on a skill check to gain some other benefit (such as altered bearing), you must expend one of the spell slots you gain from this ability to gain that benefit.<br />In addition, whenever you would gain a new expertise talent, you can instead choose one spell level that is at least one spell level lower than the highest spell level you can cast using this ability. You learn one additional mystic spell of the chosen spell level and increase your spells per day for that spell level by one, to a maximum of four.<br />This ability replaces expertise and skill expertise, and it alters expertise talents.</p>	1	COM	68
115	1	Motivation Expertise (EX)	1	<p>You&rsquo;re an expert at making people happy and high-spirited, allowing them to press forward when they might otherwise quit. You gain an expertise die of the same value as that granted to an envoy of your level by the expertise class feature. At 1st level, whenever you take an action that restores a creature&rsquo;s Stamina Points or Hit Points, you can restore additional Stamina Points equal to the result of the roll of your expertise die. You can still use your expertise die on Sense Motive checks, but you always add the minimum possible result. This is also true for any skills you select with skill expertise.<br />This replaces expertise.</p>	1	COM	68
116	1	Polymorphic Disguise (SU)	1	<p>You&rsquo;re an expert in secret arts that allow you to change your appearance into something&mdash;or someone&mdash;totally different. You gain the shapechanger subtype and the change shape universal monster rule (Starfinder Alien Archive 152). This ability has the polymorph descriptor (Starfinder Alien Archive 2 141), and you must design one polymorph form to use with this ability. You must comply with all restrictions imposed by a 1st-level polymorph spell when designing this form (Alien Archive 2 145), and you can&rsquo;t design a form of a creature that has an Intelligence modifier of &minus;3 or lower. You add your expertise die to Disguise checks to change your appearance to your chosen form.<br />At 5th level, your shapeshifting abilities improve. When you design your form, you must comply with all restrictions imposed by a 2nd-level polymorph spell. This further improves to a 3rdlevel polymorph spell at 9th level, a 4th-level polymorph spell at 13th level, a 5th-level polymorph spell at 17th level, and a 6th-level polymorph spell at 20th level.<br />When selecting expertise talents, you don&rsquo;t need to have expertise in the skills they affect, and you can use any expertise talent that requires you to forgo your expertise die by spending 1 Resolve Point as part of the action to use the expertise talent. In addition, when you would gain an expertise talent, you can instead learn a new polymorph form that you can assume using this alternate class feature.<br />This alters expertise talents and replaces expertise, skill expertise, and true expertise.</p>	1	COM	68
117	2	Experimental Prototype (EX)	1	<p>You construct an experimental prototype, a unique item that represents your research and development into a specific new type of technology. Your experimental prototype can take one of two forms: an armor or a weapon. You must choose one of these forms upon taking your first level of mechanic, and once this choice is made, it can&rsquo;t be changed.<br />If your experimental prototype is ever destroyed or lost, you retain its schematics in your custom rig and can rebuild a version of it for free using your custom rig after 24 hours of uninterrupted work. This free version is of an item level no greater than your mechanic level &ndash; 2 (minimum 1st level). You can take a single 8-hour rest during each 24 hours spent working, but any interruption greater than a moment of conversation requires you to add 12 hours to the time required to rebuild your experimental prototype. In addition, every time you gain a mechanic level, you can rebuild your experimental prototype with the same amount of work, allowing you to change the type of armor or weapon you chose as a basis for your experimental prototype (selecting an item of the same type with an item level no higher than the item level of your previous prototype).<br />Experimental prototype replaces the artificial intelligence (AI) class feature.</p>	1	COM	72
118	3	Epiphanies	1	<p>While most mystics receive powers closely aligned to their connection, a few receive glimpses of supernatural insight that allows them to access different powers. Among mystic scholars, such an insight is generally known as an epiphany. Whenever you would gain a connection power, you can choose an epiphany of equal or lower level instead. For example, when you gain your 3rd-level connection power, you can choose any 1st-level or 3rdlevel epiphany instead of gaining that connection power.<br />If an epiphany allows a saving throw to resist its effects, the DC is equal to 10 + half your mystic level + your Wisdom modifier. If the epiphany requires an enemy to attempt a skill check, the DC is equal to 10 + 1-1/2 &times; your mystic level + your Wisdom modifier.</p>	1	COM	76
119	4	Marked For Death (EX)	1	<p>You&rsquo;ve been trained with a particular set of abilities to excel at taking down enemies. Your specialization doesn&rsquo;t grant you Skill Focus or free skill ranks with its associated skills. Instead, you can mark for death one opponent within 100 feet that you&rsquo;re aware of as a move action. As long as that target is in sight, you gain a +1 enhancement bonus to attack rolls and the save DC of your operative class features and weapon critical effects against that foe. Marking a target for death focuses all of your attention on that foe, causing you to take a &minus;2 penalty to AC and Reflex saves against attacks and effects that do not originate from the marked foe. You can end this effect as a swift action or a reaction, and designating another target causes you to immediately lose this bonus against the previous target.<br />At 7th level, whenever you hit a flat-footed foe that you&rsquo;ve marked for death with a trick attack, you can spend 1 Resolve Point to force the target to attempt a Fortitude save (DC = 10 + half your operative level + your Dexterity modifier). If the target fails this save, any condition you imposed on the target with debilitating trick has a duration of 1 round per operative level you have. If your target succeeds, you still apply all the normal effects of your trick attack.<br />This ability alters specialization and replaces specialization skill mastery.</p>	1	COM	80
120	4	Operative Arsenal (EX)	8	<p>At 8th level, choose one of the following weapon types: advanced melee weapons, longarms, heavy weapons, or any one special weapon of your choice. You gain proficiency with the chosen weapon type (or weapon, if you chose a special weapon). In addition, you can use trick attack with weapons of the chosen type. You do not add trick attack damage to such attacks, but the target is still flat-footed and you can use debilitating trick. At 13th level, you can choose a second type of weapon from the list.<br />This replaces triple attack and quad attack.</p>	1	COM	82
121	4	Quick Cover (EX)	2	<p>You can crouch, minimize your profile, and otherwise maximize the cover you gain in an environment without taking the time to go fully prone or move to hide behind larger objects. By flipping a table to be on its edge, knocking over piles of boxes, spinning to keep your profile behind a light pole, or other actions, you gain cover from objects normally too small to provide cover. Objects that would normally offer no cover instead grant you partial cover, and objects that would normally offer partial cover instead grant you normal cover. This benefit lasts only until you leave your square or the beginning of your next turn, whichever happens first, and to gain the benefit again you must leave your current square.<br />All other rules for determining if an object grants cover against a specific attack still apply. This ability cannot be used to gain improved cover or total cover.<br />This replaces quick movement.</p>	1	COM	82
122	4	Quick Trick (EX)	3	<p>You can make a trick attack as a standard action. You cannot make any other attack during a round when you do this, and cannot take any action that affects or modifies your attack or the weapon you are attacking with.<br />This replaces quick movement.</p>	1	COM	82
123	4	Quick Zero-G Adaptation (EX)	3	<p>You can quickly and easily adapt to the difficulties of operating in zero-g. You reduce the DC for any check required to move in zero-g by 5. In addition, when you use a move action to push off an object in zero-g, you move at your full land speed instead of at half.<br />This replaces quick movement.</p>	1	COM	82
124	4	Stunt And Strike (EX)	1	<p>You can perform skillful stunts while going on the offensive. As a full action, you can move up to your speed. Whether or not you moved, you can then make an attack with any weapon you&rsquo;re wielding and are proficient with, even a weapon with the unwieldy property or that requires a full action to make a single attack. Just before making your attack, attempt a skill check with one skill that you have Skill Focus with (DC = 20 + your target&rsquo;s CR). If you succeed at the check, the target is flatfooted against attacks you make using this ability. At any point during the full action, you can also trigger one stunt that you know. The stunt must match the skill you are using for the stunt and strike attack. At 7th level, you can perform two stunts you know. If the stunts use different skills, you must attempt both skill checks, and if either fails, your target is not flat-footed.<br />At 1st level, choose one stunt associated with a skill with which you have Skill Focus. At 3rd level and every 4 levels thereafter, you choose another stunt that uses any skill that you have Skill Focus with. If a stunt allows a saving throw, its DC is equal to 10 + half your operative level + your Dexterity modifier. Each of the skills listed below has several stunts associated with it.<br />This replaces trick attack and debilitating strike.</p>	1	COM	80
125	5	Extra Manifestation	9	<p>You gain a second solar manifestation. You can have only one manifestation active at a time unless you are fully attuned (graviton or photon), in which case you can use two manifestations at once. You must be at least 9th level to select extra manifestations.<br />Extra manifestation replaces one selection of zenith revelations.</p>	1	COM	84
126	6	Aesthetic Warrior	1	<p>You study fighting styles thought lost to the Gap, often recorded only in the art of ancient civilizations or inferred from the shape of relic weapons and battle gear. You focus specifically ancient motions and techniques that rely on form and mobility rather than the harshness of attacks and resilience. You gain Improved Unarmed Strike as a bonus feat. You can deal lethal damage with your unarmed strikes, and the attack doesn&rsquo;t count as archaic. At 3rd level, you gain a unique Weapon Specialization with your unarmed strikes, allowing you to add 1-1/2 times your character level to your damage rolls for your unarmed strikes (instead of just adding your character level, as usual). If you can already add 1-1/2 your character level to your unarmed attack rolls (such as due to the vesk natural attack racial trait), you instead can add the block, grapple, and stun weapon special properties to your unarmed strikes.<br />This replaces the soldier&rsquo;s proficiency with heavy armor and heavy weapons.</p>	1	COM	88
127	6	Feat Boost	3	<p>Whenever you would gain a gear boost, you can instead gain a technique called a feat boost that makes you better at using a specific combat feat that you have. All feat boosts require that you have a specific combat feat; this combat feat is indicated in parentheses after the feat boost&rsquo;s name. You cannot select a feat boost at the same level you gain access to its related feat.</p>	1	COM	88
128	6	Special Ops Trainings	3	<p>Whenever you would gain a gear boost, you can instead gain a technique called special ops training that makes you better with one or more skills commonly used to perform special military operations.</p>	1	COM	89
129	7	Cache Augmentation (EX)	1	<p>Your studies of the fundamental forces of the galaxy have enabled you to enhance one of your body&rsquo;s systems to benefit from the energy of stored spells. You might have been bestowed this augmentation by an order of technomancers, implanted the augmentation into yourself as part of your research, or witnessed part of your body undergo a technomantic apotheosis that left you with the ability to cast spells.</p>	1	COM	92
130	7	Cache Hacks (SU)	6	<p>At 6th level, you can acquire a cache hack, a fundamental shift in the focus of your spell cache that alters the spells you can cast with the cache capacitor class feature. Choose one of the cache hacks described on page 93; your cache capacitor can hold the listed spells instead of those described on page 120 of the Core Rulebook.<br />Some of the cache hacks described below allow you to place spells with targets into your cache capacitor. These spells are marked with an asterisk (*). For such spells, you effectively gain the ability to cast the cached spell at will. You don&rsquo;t need to make any decisions required for the spell in advance, but their duration expires normally. Reestablishing one of these spells requires only that you cast the spell again; you don&rsquo;t need to spend 5 minutes reestablishing it. You can have only one instance of each spell active at a time, and casting the spell again causes the previous instance to automatically end, as if its duration had expired. After 24 hours, you lose the ability to cast the spell in your cache capacitor and effects produced by those spells immediately end, as if their duration had expired.<br />Aside from the change in the spell list and the changes listed above, your cache capacitor otherwise functions as described in the cache capacitor class feature. This alters cache capacitor.</p>	1	COM	92
131	7	Hack Capacitor (SU)	6	<p>You can adjust your magical knowledge, granting you the ability to hack your spellcasting in unexpected ways. Select three magic hacks that you do not have but whose prerequisites you meet. As a move action, you can gain the benefit of one of these magic hacks for 1 minute. You can use this ability multiple times each day, but each time you use it after the first in a single day, you must spend 1 Resolve Point. If you use hack capacitor again before the duration expires, you replace the previous magic hack with the new choice. If a magic hack you chose with hack capacitor has a daily use limitation, any uses of any magic hack from your hack capacitor count toward the hack&rsquo;s daily limit. Each time you gain a technomancer level, you can replace one magic hack you selected with this ability with another choice.<br />At 12th level, select a fourth magic hack. As a move action, you can gain the benefit of two magic hacks for 1 minute by spending 1 Resolve Point (or 2 Resolve Points if you have already used this ability during the same day). Both magic hacks count as a single choice for the purpose of this ability, so if you use this ability again during the same day, both magic hacks are replaced.<br />At 18th level, select a fifth magic hack. As a move action, you can gain the benefit of three magic hacks for 1 minute by spending 2 Resolve Points (or 3 Resolve Points if you have already used this ability during the same day). All three magic hacks count as a single choice for the purpose of this ability. At 19th level, you can use this ability as a swift action or a move action.<br />This replaces cache capacitor and resolve attunement.</p>	1	COM	92
