id	name	description	weapon_category_id	level	price	damage	damage_die_count	damage_die_type	damage_type	range	critical	capacity	usage	bulk	special	source	source_page
620	Needler Pistol, Elite	<p>A favorite of assassins and battlefield medics alike, the needler pistol uses magnetic fields or pressurized gas to launch darts that inject a substance into the target. This injection gun can be fitted with cartridges containing medicine or poison. </p>	22	10	17250	2d8 P	2	8	P	40	Injection DC +2	8 darts	1	1	Analog, injection	COM	124
621	Semi-Auto Pistol, Elite	<p>The semiautomatic mechanism of this pistol discharges spent cartridges and reloads fresh ones in the barrel, provided a cartridge remains in the magazine.</p>	22	10	18200	3d6 P	3	6	P	60	null	12 rounds	1	L	Analog	CRB	186
622	Cestus Pistol, Elite	<p>This weapon consists of a black leather glove that is mounted  with a small, single-round firearm. Unlike most firearms, the  weapon is designed to fire when pressure is placed upon its  barrel rather than using a hand-based triggering mechanism. As  a result, wielders must press a cestus pistol up against whatever  they intend to shoot in order to discharge the weapon’s round,  giving the weapon limited range.</p>	22	11	24400	3d12 P	3	12	P	Reach	Bleed 1d6	1 round	1	0	Conceal, punch gun	COM	124
623	Ember Pistol, Valor-Sequence	<p>Lighter and more mobile versions of cinder rifles, these pistols are standard issue to the Dawn Patrol and many Sarenite authorities across the galaxy. The piercing rounds are shot from the bulky pistol at white-hot temperatures and can set their targets on fire. They are still thought of as a humane weapon by some, as the searing bullets often cauterize the wounds that they make.</p>	22	11	23400	3d6 P	3	6	P	40	Burn 2d4	12 rounds	1	L	null	DF01	52
624	Rotating Pistol, Advanced	<p>A rotating pistol is a modern execution of an ancient design  found on Golarion and several other worlds. The multiple  barrels on this pistol rotate while firing to dissipate heat, which  allows a more powerful shot without melting the weapon. The  rotating pistol’s shots deal significant damage to their target,  but the weapon requires frequent reloading. Rotating pistols are  available in tactical, advanced, and elite models.</p>	22	11	23400	4d4 P	4	4	P	30	null	8 rounds	1	L	Analog, conceal	ARM	44
625	Handcannon, Braggadocio	<p>Handcannons are popular with those who want to impress  or intimidate their foes through the sheer presence of their  armament without having to invest in the training required to  master longarms or heavy weaponry. Its oversized barrel and  muzzle are somewhat precariously balanced on a one-handed  grip, though most wielders use both hands to make the weapon  more manageable in combat situations. The various model  names of this weapon—bravado, swagger, bombast, braggadocio,  and gasconade—were originally facetious references to the  character of those who tend to favor them, though many users  embrace the names unironically.</p>	22	12	35100	3d8 P	3	8	P	40	Knockdown	8 shells	1	1	Analog, free hands (1), unwieldy	ARM	44
626	Skipshot Pistol, Elite	<p>The maggedli of the Helfen-Thel system manufacture these  firearms and imbue them with their magical expertise. Although  the pistols use a clip of ordinary rounds, the  pistol imbues teleportation magic into the  ammunition as it’s fired. A skipshot pistol is a  hybrid item.</p>	22	12	32000	5d4 P	5	4	P	60	Bleed 3d6	20 rounds	1	L	Teleportive	NSP	150
627	Semi-Auto Pistol, Paragon	<p>The semiautomatic mechanism of this pistol discharges spent cartridges and reloads fresh ones in the barrel, provided a cartridge remains in the magazine.</p>	22	13	45200	4d6 P	4	6	P	60	null	16 rounds	1	L	Analog	CRB	186
628	Ember Pistol, Glory-Sequence	<p>Lighter and more mobile versions of cinder rifles, these pistols are standard issue to the Dawn Patrol and many Sarenite authorities across the galaxy. The piercing rounds are shot from the bulky pistol at white-hot temperatures and can set their targets on fire. They are still thought of as a humane weapon by some, as the searing bullets often cauterize the wounds that they make.</p>	22	14	65800	4d6 P	4	6	P	40	Burn 2d6	16 rounds	1	L	null	DF01	52
629	Injector Pistol, Subjugation	<p>Manufacturers worked to the specifications of xenobiologists  to design and produce these firearms, which use magnetic  fields to accelerate darts loaded with various substances  for injection into the target. They do so far less gently than  the smaller needler pistol, however, and they have become  a popular tool for poisoners, slavers, and others with less  scientific intentions. Medic and zoologist injector pistols are  often used by xenobiologists studying unintelligent species;  poacher, subjugation, and elite injector pistols are generally  regarded as illicit since they more often used to target  sentient species, though most markets nevertheless carry  the weapons. </p>	22	14	68500	5d6 P	5	6	P	80	Injection DC +2	20 darts	1	L	Injection	ARM	44
630	Gyrojet Pistol, Tactical	<p>Gyrojet pistols fire mini-rockets that can hit with a force great enough to knock down targets. Gyrojet pistols are slightly larger than semiautomatic pistols, and they have a reinforced barrel.</p>	22	15	91500	3d12 B	3	12	B	80	Knockdown	8 mini-rockets	1	L	Analog	CRB	185
631	Needler Pistol, Paragon	<p>A favorite of assassins and battlefield medics alike, the needler pistol uses magnetic fields or pressurized gas to launch darts that inject a substance into the target. This injection gun can be fitted with cartridges containing medicine or poison. </p>	22	15	94500	6d6 P	6	6	P	40	Injection DC +2	8 darts	1	1	Analog, injection	COM	124
632	Cestus Pistol, Paragon	<p>This weapon consists of a black leather glove that is mounted  with a small, single-round firearm. Unlike most firearms, the  weapon is designed to fire when pressure is placed upon its  barrel rather than using a hand-based triggering mechanism. As  a result, wielders must press a cestus pistol up against whatever  they intend to shoot in order to discharge the weapon’s round,  giving the weapon limited range.</p>	22	16	162000	6d12 P	6	12	P	Reach	Bleed 1d8	1 round	1	0	Conceal, punch gun	COM	124
633	Rotating Pistol, Elite	<p>A rotating pistol is a modern execution of an ancient design  found on Golarion and several other worlds. The multiple  barrels on this pistol rotate while firing to dissipate heat, which  allows a more powerful shot without melting the weapon. The  rotating pistol’s shots deal significant damage to their target,  but the weapon requires frequent reloading. Rotating pistols are  available in tactical, advanced, and elite models.</p>	22	16	153000	8d4 P	8	4	P	40	null	8 rounds	1	L	Analog, conceal	ARM	44
634	Gyrojet Pistol, Advanced	<p>Gyrojet pistols fire mini-rockets that can hit with a force great enough to knock down targets. Gyrojet pistols are slightly larger than semiautomatic pistols, and they have a reinforced barrel.</p>	22	17	212700	4d12 B	4	12	B	80	Knockdown	8 mini-rockets	1	L	Analog	CRB	185
635	Skipshot Pistol, Paragon	<p>The maggedli of the Helfen-Thel system manufacture these  firearms and imbue them with their magical expertise. Although  the pistols use a clip of ordinary rounds, the  pistol imbues teleportation magic into the  ammunition as it’s fired. A skipshot pistol is a  hybrid item.</p>	22	17	216500	11d4 P	11	4	P	60	Bleed 5d6	20 rounds	1	L	Teleportive	NSP	150
636	Handcannon, Gasconade	<p>Handcannons are popular with those who want to impress  or intimidate their foes through the sheer presence of their  armament without having to invest in the training required to  master longarms or heavy weaponry. Its oversized barrel and  muzzle are somewhat precariously balanced on a one-handed  grip, though most wielders use both hands to make the weapon  more manageable in combat situations. The various model  names of this weapon—bravado, swagger, bombast, braggadocio,  and gasconade—were originally facetious references to the  character of those who tend to favor them, though many users  embrace the names unironically.</p>	22	18	364000	8d8 P	8	8	P	40	Knockdown	12 shells	1	1	Analog, free hands (1), unwieldy	ARM	44
637	Injector Pistol, Elite	<p>Manufacturers worked to the specifications of xenobiologists  to design and produce these firearms, which use magnetic  fields to accelerate darts loaded with various substances  for injection into the target. They do so far less gently than  the smaller needler pistol, however, and they have become  a popular tool for poisoners, slavers, and others with less  scientific intentions. Medic and zoologist injector pistols are  often used by xenobiologists studying unintelligent species;  poacher, subjugation, and elite injector pistols are generally  regarded as illicit since they more often used to target  sentient species, though most markets nevertheless carry  the weapons. </p>	22	19	532000	9d6 P	9	6	P	80	Injection DC +2	20 darts	1	L	Injection	ARM	44
638	Gyrojet Pistol, Elite	<p>Gyrojet pistols fire mini-rockets that can hit with a force great enough to knock down targets. Gyrojet pistols are slightly larger than semiautomatic pistols, and they have a reinforced barrel.</p>	22	20	715800	5d12 B	5	12	B	80	Knockdown	8 mini-rockets	1	L	Analog	CRB	185
639	Needler Pistol, Supreme	<p>A favorite of assassins and battlefield medics alike, the needler pistol uses magnetic fields or pressurized gas to launch darts that inject a substance into the target. This injection gun can be fitted with cartridges containing medicine or poison. </p>	22	20	725000	8d8 P	8	8	P	40	Injection DC +2	8 darts	1	1	Analog, injection	COM	124
640	Pulsecaster Pistol	<p>A smaller version of an arc pistol, the pulsecaster sends a low-energy blast at its target. This blast stuns the target without dealing serious damage.</p>	23	1	250	1d4 E	1	4	E	30	null	20 charges	1	L	Nonlethal	CRB	186
641	Arc Pistol, Static	<p>Arc pistols fire deadly, stunning blasts of electricity at ranged targets. They have a two-pronged emitter that directs the electrical blast and a bulky chamber that holds the capacitor.</p>	23	2	750	1d6 E	1	6	E	50	Arc 2	20 charges	2	L	Stun	CRB	186
642	Handcoil, Explorer	<p>An ultraminiaturized version of the coilguns used on starships,  this weapon has a short range but a powerful effect. Some of  the first versions were produced by starship manufacturers and  were accompanied by a promotional campaign suggesting that  a starship’s crew should match the starship itself, complete with  flight suits to match a given ship’s paint job. Most manufacturers  still use the model classification set forth in those early  campaigns: explorer, fighter, pilot, and capital handcoils.</p>	23	3	1200	1d6 E	1	6	E	40	Arc 1d6	20 charges	2	L	null	ARM	45
643	Anchor Pistol, Voltaic	<p>Blasts from this electromagnetic pistol create a magnetic field  that hampers a foe’s movement. Barathus working on Liavara  developed these weapons, as the magnetic fields ensnare  a target without causing it to fall—a useful feature when  confronting the operators of illicit harvesting endeavors on  a gas giant. Many parts of an anchor pistol are grown from  living organisms, resulting in a lightweight pistol that gleams  like mother-of-pearl. Voltaic anchor pistols employ typical  electromagnetism, while the emergent and inductive anchor  pistols use higher symmetries to produce aperiodic force. The   flux anchor pistol relies on quantum-phase factors to generate  extraordinarily powerful blasts. </p>	23	4	2100	1d6 E	1	6	E	40	Bind	40 charges	2	L	Nonlethal	ARM	44
644	Lightning Pistol, Sheet	<p>When fired, this weapon erupts with a long, crackling bolt of  electricity reminiscent of lightning. Sheet lightning pistols and  ribbon lightning pistols are relatively common, but rocket and  smooth-channel lightning pistols typically require a special  license to carry legally.</p>	23	5	3000	1d6 E	1	6	E	20	null	40 charges	4	L	Line, stun, unwieldy	ARM	45
645	Ionizer, Cupric	<p>The ionizer’s beam ionizes a path to its target, which serves  as a route for the ensuing electric charge. There are several  different elemental ions used in constructing ionizers, with  the strength of the output based on the metal used. The most  common are cupric, ferric, chromic, and stannic ionizers.  Generally, the weapon’s hardware is stored in two upgrade  slots of a piece of armor, while a connected wand-like barrel  extends from an extremity. Aballon’s anacites designed the  first ionizers, but they have long since spread throughout the  Pact Worlds and beyond.</p>	23	6	4650	2d4 E	2	4	E	30	Arc 1d6	20 charges	1	L	Integrated (2 slots), unwieldy	ARM	45
646	Handcoil, Fighter	<p>An ultraminiaturized version of the coilguns used on starships,  this weapon has a short range but a powerful effect. Some of  the first versions were produced by starship manufacturers and  were accompanied by a promotional campaign suggesting that  a starship’s crew should match the starship itself, complete with  flight suits to match a given ship’s paint job. Most manufacturers  still use the model classification set forth in those early  campaigns: explorer, fighter, pilot, and capital handcoils.</p>	23	7	5600	1d10 E	1	10	E	40	Arc 1d10	20 charges	2	L	null	ARM	45
647	Lightning Pistol, Ribbon	<p>When fired, this weapon erupts with a long, crackling bolt of  electricity reminiscent of lightning. Sheet lightning pistols and  ribbon lightning pistols are relatively common, but rocket and  smooth-channel lightning pistols typically require a special  license to carry legally.</p>	23	8	9700	1d8 E	1	8	E	30	null	40 charges	5	L	Line, stun, unwieldy	ARM	45
648	Anchor Pistol, Emergent	<p>Blasts from this electromagnetic pistol create a magnetic field  that hampers a foe’s movement. Barathus working on Liavara  developed these weapons, as the magnetic fields ensnare  a target without causing it to fall—a useful feature when  confronting the operators of illicit harvesting endeavors on  a gas giant. Many parts of an anchor pistol are grown from  living organisms, resulting in a lightweight pistol that gleams  like mother-of-pearl. Voltaic anchor pistols employ typical  electromagnetism, while the emergent and inductive anchor  pistols use higher symmetries to produce aperiodic force. The   flux anchor pistol relies on quantum-phase factors to generate  extraordinarily powerful blasts. </p>	23	9	13200	2d6 E	2	6	E	40	Bind	40 charges	4	L	Nonlethal	ARM	44
649	Ionizer, Ferric	<p>The ionizer’s beam ionizes a path to its target, which serves  as a route for the ensuing electric charge. There are several  different elemental ions used in constructing ionizers, with  the strength of the output based on the metal used. The most  common are cupric, ferric, chromic, and stannic ionizers.  Generally, the weapon’s hardware is stored in two upgrade  slots of a piece of armor, while a connected wand-like barrel  extends from an extremity. Aballon’s anacites designed the  first ionizers, but they have long since spread throughout the  Pact Worlds and beyond.</p>	23	10	20100	4d4 E	4	4	E	30	Arc 2d4	20 charges	1	L	Integrated (2 slots), unwieldy	ARM	45
650	Handcoil, Pilot	<p>An ultraminiaturized version of the coilguns used on starships,  this weapon has a short range but a powerful effect. Some of  the first versions were produced by starship manufacturers and  were accompanied by a promotional campaign suggesting that  a starship’s crew should match the starship itself, complete with  flight suits to match a given ship’s paint job. Most manufacturers  still use the model classification set forth in those early  campaigns: explorer, fighter, pilot, and capital handcoils.</p>	23	11	24000	2d8 E	2	8	E	60	Arc 2d8	40 charges	4	L	null	ARM	45
651	Lightning Pistol, Rocket	<p>When fired, this weapon erupts with a long, crackling bolt of  electricity reminiscent of lightning. Sheet lightning pistols and  ribbon lightning pistols are relatively common, but rocket and  smooth-channel lightning pistols typically require a special  license to carry legally.</p>	23	12	37000	2d8 E	2	8	E	30	null	40 charges	8	L	Line, stun, unwieldy	ARM	45
652	Arc Pistol, Aurora	<p>Arc pistols fire deadly, stunning blasts of electricity at ranged targets. They have a two-pronged emitter that directs the electrical blast and a bulky chamber that holds the capacitor.</p>	23	13	45700	3d6 E	3	6	E	50	Arc 2d6	40 charges	2	L	Stun	CRB	186
653	Ionizer, Chromic	<p>The ionizer’s beam ionizes a path to its target, which serves  as a route for the ensuing electric charge. There are several  different elemental ions used in constructing ionizers, with  the strength of the output based on the metal used. The most  common are cupric, ferric, chromic, and stannic ionizers.  Generally, the weapon’s hardware is stored in two upgrade  slots of a piece of armor, while a connected wand-like barrel  extends from an extremity. Aballon’s anacites designed the  first ionizers, but they have long since spread throughout the  Pact Worlds and beyond.</p>	23	14	80000	5d4 E	5	4	E	30	Arc 3d4	20 charges	1	L	Integrated (2 slots), unwieldy	ARM	45
654	Anchor Pistol, Inductive	<p>Blasts from this electromagnetic pistol create a magnetic field  that hampers a foe’s movement. Barathus working on Liavara  developed these weapons, as the magnetic fields ensnare  a target without causing it to fall—a useful feature when  confronting the operators of illicit harvesting endeavors on  a gas giant. Many parts of an anchor pistol are grown from  living organisms, resulting in a lightweight pistol that gleams  like mother-of-pearl. Voltaic anchor pistols employ typical  electromagnetism, while the emergent and inductive anchor  pistols use higher symmetries to produce aperiodic force. The   flux anchor pistol relies on quantum-phase factors to generate  extraordinarily powerful blasts. </p>	23	15	108000	4d6 E	4	6	E	40	Bind	80 charges	4	L	Nonlethal	ARM	44
655	Handcoil, Capital	<p>An ultraminiaturized version of the coilguns used on starships,  this weapon has a short range but a powerful effect. Some of  the first versions were produced by starship manufacturers and  were accompanied by a promotional campaign suggesting that  a starship’s crew should match the starship itself, complete with  flight suits to match a given ship’s paint job. Most manufacturers  still use the model classification set forth in those early  campaigns: explorer, fighter, pilot, and capital handcoils.</p>	23	16	150000	3d8 E	3	8	E	80	Arc 3d8	40 charges	4	L	null	ARM	45
656	Lightning Pistol, Smooth-Channel	<p>When fired, this weapon erupts with a long, crackling bolt of  electricity reminiscent of lightning. Sheet lightning pistols and  ribbon lightning pistols are relatively common, but rocket and  smooth-channel lightning pistols typically require a special  license to carry legally.</p>	23	17	260000	3d10 E	3	10	E	40	null	40 charges	10	L	Line, stun, unwieldy	ARM	45
657	Arc Pistol, Storm	<p>Arc pistols fire deadly, stunning blasts of electricity at ranged targets. They have a two-pronged emitter that directs the electrical blast and a bulky chamber that holds the capacitor.</p>	23	18	365500	3d12 E	3	12	E	50	Arc 4d6	100 charges	10	L	Stun	CRB	186
658	Ionizer, Stannic	<p>The ionizer’s beam ionizes a path to its target, which serves  as a route for the ensuing electric charge. There are several  different elemental ions used in constructing ionizers, with  the strength of the output based on the metal used. The most  common are cupric, ferric, chromic, and stannic ionizers.  Generally, the weapon’s hardware is stored in two upgrade  slots of a piece of armor, while a connected wand-like barrel  extends from an extremity. Aballon’s anacites designed the  first ionizers, but they have long since spread throughout the  Pact Worlds and beyond.</p>	23	19	611000	5d8 E	5	8	E	30	Arc 5d8	20 charges	1	L	Integrated (2 slots), unwieldy	ARM	45
659	Anchor Pistol, Flux	<p>Blasts from this electromagnetic pistol create a magnetic field  that hampers a foe’s movement. Barathus working on Liavara  developed these weapons, as the magnetic fields ensnare  a target without causing it to fall—a useful feature when  confronting the operators of illicit harvesting endeavors on  a gas giant. Many parts of an anchor pistol are grown from  living organisms, resulting in a lightweight pistol that gleams  like mother-of-pearl. Voltaic anchor pistols employ typical  electromagnetism, while the emergent and inductive anchor  pistols use higher symmetries to produce aperiodic force. The   flux anchor pistol relies on quantum-phase factors to generate  extraordinarily powerful blasts. </p>	23	20	814000	8d6 E	8	6	E	60	Bind	80 charges	5	L	Nonlethal	ARM	44
660	Dirge Pistol, Harmonic	<p>The oscillating sonic waves discharged from a dirge pistol work  like those fired from a dirge cannon. Raiders and hijackers prize  these weapons for their effect against living targets, which  can leave many valuables unharmed. Harmonic and resonant  dirge pistols generate stable oscillations, while the anharmonic,  parametric, and radial dirge pistols have concentric generator  cylinders to produce dissonant and more harmful output.</p>	24	1	440	1d3 So	1	3	So	20	Sicken	20 charges	1	L	Antibiological	ARM	50
661	Perforator Pistol, Diffraction	<p>Focused sound waves from a perforator pistol punch through  objects and bodies. Drow employ perforators because the dark  elves enjoy the weapon’s ability to inflict gruesome wounds,  which are as effective against morale as against life and limb.  Diffraction and refraction perforator pistols align and compound  sound waves, while linear and phased perforator pistols are  named for the internal matrices that focus wavelengths the  pistols emitters generate.</p>	24	2	500	1d4 So	1	4	So	20	Bleed 1d4	20 charges	2	L	Penetrating	ARM	50
662	Sonic Suppressor, Murmur	<p>A sonic suppressor noiselessly creates a static energy field that  absorbs and amplifies sound, focusing the captured frequencies  back upon the target in a damaging burst. Drow, assassins,  and other covert killers favor the weapon because no sound  escapes this bubble, resulting in a silent attack and, sometimes,  a soundless takedown. The suppressor’s sonic cascade can have  an anomalously large initial area, which crashes in from a wider  radius, absorbing sound from and damaging those nearby while  brutally affecting the intended target. Most manufacturers  produce four suppressor models, including the murmur,  whisper, hush, and repose.</p>	24	3	1430	1d4 So	1	4	So	40	Stifle	20 charges	2	L	null	ARM	51
663	Sonic Pistol, Thunderstrike	<p>Sonic pistols have a stocky barrel capped with a concave resonating chamber that amplifies and directs its sonic blast. They use high-intensity sound to shake molecules apart.</p>	24	4	2300	1d8 So	1	8	So	40	Deafen	20 charges	2	L	null	CRB	187
664	Shrieking Larva	<p>Lashunta biologists genetically engineered the shrieking  larva from a creature found in Castrovel’s jungles. This living  weapon is dormant until fed power through a manual trigger.  A telepathic user can mentally trigger the larva to siphon  energy as needed, causing the weapon to fire faster than by  trigger. When powered, the stimulated larva shrieks. This  simultaneously shrill and oscillating outburst forms a coherent  beam emitted in the direction the larva is pointed.</p>	24	5	2800	1d8 So	1	8	So	30	Deafen	20 Charges	4	L	Living, thought, unwieldy	ARM	51
665	Dirge Pistol, Resonant	<p>The oscillating sonic waves discharged from a dirge pistol work  like those fired from a dirge cannon. Raiders and hijackers prize  these weapons for their effect against living targets, which  can leave many valuables unharmed. Harmonic and resonant  dirge pistols generate stable oscillations, while the anharmonic,  parametric, and radial dirge pistols have concentric generator  cylinders to produce dissonant and more harmful output.</p>	24	6	4950	1d8 So	1	8	So	40	Sicken	20 charges	1	L	Antibiological	ARM	50
666	Resonant Pistol, Lattice	<p>The crystalline structure inside a resonant pistol comes  from the same synthetic material used in the resonant  gauntlet. An electrical current can be directed through  a long, conical barrel fitted with layers of the crystal,  causing the material to reverberate with a devastating  ultrasonic frequency. These weapons are noted for their  ease of use, since they create no recoil. The only indication that  these weapons have fired is a faint, high-pitched beep. Resonant  pistols using a crystal lattice are more common and less expensive  than those that contain a crystal matrix.</p>	24	7	6100	1d6 So	1	6	So	40	Deafen	40 charges	2	L	Boost 1d6	ARM	50
667	Sonic Suppressor, Whisper	<p>A sonic suppressor noiselessly creates a static energy field that  absorbs and amplifies sound, focusing the captured frequencies  back upon the target in a damaging burst. Drow, assassins,  and other covert killers favor the weapon because no sound  escapes this bubble, resulting in a silent attack and, sometimes,  a soundless takedown. The suppressor’s sonic cascade can have  an anomalously large initial area, which crashes in from a wider  radius, absorbing sound from and damaging those nearby while  brutally affecting the intended target. Most manufacturers  produce four suppressor models, including the murmur,  whisper, hush, and repose.</p>	24	8	9700	2d4 So	2	4	So	40	Stifle	40 charges	2	L	null	ARM	51
668	Perforator Pistol, Refraction	<p>Focused sound waves from a perforator pistol punch through  objects and bodies. Drow employ perforators because the dark  elves enjoy the weapon’s ability to inflict gruesome wounds,  which are as effective against morale as against life and limb.  Diffraction and refraction perforator pistols align and compound  sound waves, while linear and phased perforator pistols are  named for the internal matrices that focus wavelengths the  pistols emitters generate.</p>	24	9	13000	2d6 So	2	6	So	20	Bleed 1d6	40 charges	4	L	Penetrating	ARM	50
669	Dirge Pistol, Anharmonic	<p>The oscillating sonic waves discharged from a dirge pistol work  like those fired from a dirge cannon. Raiders and hijackers prize  these weapons for their effect against living targets, which  can leave many valuables unharmed. Harmonic and resonant  dirge pistols generate stable oscillations, while the anharmonic,  parametric, and radial dirge pistols have concentric generator  cylinders to produce dissonant and more harmful output.</p>	24	10	20500	3d4 So	3	4	So	40	Sicken	20 charges	1	L	Antibiological	ARM	50
670	Sonic Pistol, LFD	<p>Sonic pistols have a stocky barrel capped with a concave resonating chamber that amplifies and directs its sonic blast. They use high-intensity sound to shake molecules apart.</p>	24	11	26200	2d8 So	2	8	So	40	Deafen	40 charges	4	L	Boost 1d6	CRB	187
671	Sonic Suppressor, Hush	<p>A sonic suppressor noiselessly creates a static energy field that  absorbs and amplifies sound, focusing the captured frequencies  back upon the target in a damaging burst. Drow, assassins,  and other covert killers favor the weapon because no sound  escapes this bubble, resulting in a silent attack and, sometimes,  a soundless takedown. The suppressor’s sonic cascade can have  an anomalously large initial area, which crashes in from a wider  radius, absorbing sound from and damaging those nearby while  brutally affecting the intended target. Most manufacturers  produce four suppressor models, including the murmur,  whisper, hush, and repose.</p>	24	12	36500	2d8 So	2	8	So	40	Stifle	40 charges	2	L	null	ARM	51
672	Perforator Pistol, Linear	<p>Focused sound waves from a perforator pistol punch through  objects and bodies. Drow employ perforators because the dark  elves enjoy the weapon’s ability to inflict gruesome wounds,  which are as effective against morale as against life and limb.  Diffraction and refraction perforator pistols align and compound  sound waves, while linear and phased perforator pistols are  named for the internal matrices that focus wavelengths the  pistols emitters generate.</p>	24	13	46000	2d10 So	2	10	So	20	Bleed 2d6	40 charges	5	L	Penetrating	ARM	50
673	Sonic Pistol, HFD	<p>Sonic pistols have a stocky barrel capped with a concave resonating chamber that amplifies and directs its sonic blast. They use high-intensity sound to shake molecules apart.</p>	24	14	71300	3d8 So	3	8	So	40	Deafen	60 charges	6	L	null	CRB	187
674	Dirge Pistol, Parametric	<p>The oscillating sonic waves discharged from a dirge pistol work  like those fired from a dirge cannon. Raiders and hijackers prize  these weapons for their effect against living targets, which  can leave many valuables unharmed. Harmonic and resonant  dirge pistols generate stable oscillations, while the anharmonic,  parametric, and radial dirge pistols have concentric generator  cylinders to produce dissonant and more harmful output.</p>	24	15	133000	6d4 So	6	4	So	60	Sicken	20 charges	1	L	Antibiological	ARM	50
675	Sonic Pistol, Banshee	<p>Sonic pistols have a stocky barrel capped with a concave resonating chamber that amplifies and directs its sonic blast. They use high-intensity sound to shake molecules apart.</p>	24	16	191000	4d8 So	4	8	So	40	Deafen	80 charges	8	L	Boost 1d10	CRB	187
676	Sonic Suppressor, Repose	<p>A sonic suppressor noiselessly creates a static energy field that  absorbs and amplifies sound, focusing the captured frequencies  back upon the target in a damaging burst. Drow, assassins,  and other covert killers favor the weapon because no sound  escapes this bubble, resulting in a silent attack and, sometimes,  a soundless takedown. The suppressor’s sonic cascade can have  an anomalously large initial area, which crashes in from a wider  radius, absorbing sound from and damaging those nearby while  brutally affecting the intended target. Most manufacturers  produce four suppressor models, including the murmur,  whisper, hush, and repose.</p>	24	17	257000	4d8 So	4	8	So	40	Stifle	40 charges	2	L	null	ARM	51
677	Resonant Pistol, Matrix	<p>The crystalline structure inside a resonant pistol comes  from the same synthetic material used in the resonant  gauntlet. An electrical current can be directed through  a long, conical barrel fitted with layers of the crystal,  causing the material to reverberate with a devastating  ultrasonic frequency. These weapons are noted for their  ease of use, since they create no recoil. The only indication that  these weapons have fired is a faint, high-pitched beep. Resonant  pistols using a crystal lattice are more common and less expensive  than those that contain a crystal matrix.</p>	24	18	358000	5d6 So	5	6	So	40	Deafen	40 charges	2	L	Boost 2d6	ARM	50
678	Dirge Pistol, Radial	<p>The oscillating sonic waves discharged from a dirge pistol work  like those fired from a dirge cannon. Raiders and hijackers prize  these weapons for their effect against living targets, which  can leave many valuables unharmed. Harmonic and resonant  dirge pistols generate stable oscillations, while the anharmonic,  parametric, and radial dirge pistols have concentric generator  cylinders to produce dissonant and more harmful output.</p>	24	19	660000	10d4 So	10	4	So	60	Sicken	20 charges	1	L	Antibiological	ARM	50
679	Perforator Pistol, Phased	<p>Focused sound waves from a perforator pistol punch through  objects and bodies. Drow employ perforators because the dark  elves enjoy the weapon’s ability to inflict gruesome wounds,  which are as effective against morale as against life and limb.  Diffraction and refraction perforator pistols align and compound  sound waves, while linear and phased perforator pistols are  named for the internal matrices that focus wavelengths the  pistols emitters generate.</p>	24	20	732000	5d10 So	5	10	So	40	Bleed	40 charges	8	L	Penetrating	ARM	50
680	Needler Pistol	<p>A favorite of assassins and battlefield medics alike, the needler pistol uses magnetic fields or pressurized gas to launch darts that inject a substance into the target. This injection gun can be fitted with cartridges containing medicine or poison. </p>	25	1	105	1d4 P	1	4	P	30	Injection DC +2	6 darts	1	L	Analog, injection	CRB	189
681	Graviton Pistol, Linear	<p>Many security forces and peacekeepers employ graviton pistols,  since these weapons deal no damage but instead push or pull  a target. Long rods running in parallel lines form a barrel-like  structure that makes such a pistol easy to identify. The available  models of graviton pistols start at linear, with vector, tensor, and  chiral models are able to move a target increasing distances.</p>	25	3	1450	null	null	null	null	60	Knockdown	20 charges	4	2	Gravitation (10 ft.)	ARM	52
682	Nightarch Needler, Tactical	<p>Popular among the drow on Apostae, this needle gun can deliver deadly poisons. The weapon is so small you gain a +2 bonus to Sleight of Hand checks to hide it on your person.</p>	25	3	1650	1d6 P	1	6	P	30	Injection DC +2	5 darts	1	L	Analog, injection	PWD	194
683	Shield Projector, Sentry	<p>A shield projector is a heavy weapon that encases its target in  a short-duration force field, akin to that produced by an armor  upgrade. Such force fields are of limited strength, but higher-power shield projectors can create a stronger protective barrier  around the target. Shield projectors see the most use among  security forces assigned to protect diplomats and high-profile  celebrities. Available models—from the least to most powerful—  include sentry, defender, guardian, and warden shield projectors.  </p>	25	4	2180	null	null	null	null	40	null	40 charges	4	2	Shield 1d4, unwieldy	ARM	53
684	Sting Pistol, Ant	<p>Sting pistols are living weapons based on samples of Swarm  technology recovered during the last century. The chitinous  weapon converts power to internally generate and shoot acidslicked  needles that can cause lasting damage to the target. Ant  models are sturdy and commonplace, though yellow jacket and  wasp sting pistols are more powerful. Hornet models are the  heaviest and most potent of these weapons.</p>	25	4	2150	1d8 A & P	1	8	A & P	20	Corrode 1d6	20 charges	5	L	Living	ARM	54
685	Binding Blaster, Orb	<p>Gray guards positioned around secret labs often wield  these devices to contain rogue specimens. They fire a  sphere‑shaped matrix of energy that electrically adheres to  other matter, interfering with mobility. Creatures report a  sticky, tingling sensation when struck with these weapons  and often find strange markings on their flesh from where  the energy matrix attached.</p>	25	5	3100	1d6 B	1	6	B	30	Bind	20	2	L	Force, stun	3C02	44
